,mid,items_radiant,items_dire
11317,11317,66.0,73.0
11318,11318,58.0,64.0
11319,11319,68.0,64.0
11320,11320,68.0,67.0
11321,11321,62.0,67.0
11322,11322,72.0,84.0
11323,11323,53.0,64.0
11324,11324,72.0,67.0
11325,11325,66.0,72.0
11326,11326,63.0,46.0
11327,11327,61.0,66.0
11328,11328,73.0,65.0
11329,11329,78.0,82.0
11330,11330,86.0,81.0
11331,11331,66.0,67.0
11332,11332,65.0,54.0
11333,11333,54.0,66.0
11334,11334,60.0,84.0
11335,11335,54.0,53.0
11336,11336,86.0,73.0
11337,11337,61.0,62.0
11338,11338,55.0,52.0
11339,11339,53.0,57.0
11340,11340,68.0,68.0
11341,11341,80.0,83.0
11342,11342,53.0,49.0
11343,11343,64.0,67.0
11344,11344,60.0,51.0
11345,11345,57.0,68.0
11346,11346,71.0,55.0
11347,11347,77.0,84.0
11348,11348,64.0,76.0
11349,11349,85.0,65.0
11350,11350,71.0,58.0
11351,11351,70.0,57.0
11352,11352,53.0,47.0
11353,11353,77.0,61.0
11354,11354,66.0,47.0
11355,11355,68.0,73.0
11356,11356,56.0,61.0
11357,11357,67.0,57.0
11358,11358,55.0,57.0
11359,11359,55.0,50.0
11360,11360,64.0,60.0
11361,11361,53.0,67.0
11362,11362,64.0,70.0
11363,11363,88.0,80.0
11364,11364,61.0,59.0
11365,11365,65.0,56.0
11366,11366,46.0,66.0
11367,11367,55.0,51.0
11368,11368,61.0,62.0
11369,11369,68.0,61.0
11370,11370,75.0,58.0
11371,11371,72.0,63.0
11372,11372,67.0,66.0
11373,11373,67.0,68.0
11374,11374,65.0,57.0
11375,11375,56.0,61.0
11376,11376,58.0,57.0
11377,11377,75.0,73.0
11378,11378,56.0,71.0
11379,11379,63.0,64.0
11380,11380,58.0,74.0
11381,11381,70.0,64.0
11382,11382,82.0,85.0
11383,11383,71.0,71.0
11384,11384,66.0,56.0
11385,11385,70.0,72.0
11386,11386,50.0,72.0
11387,11387,56.0,73.0
11388,11388,75.0,69.0
11389,11389,76.0,69.0
11390,11390,65.0,71.0
11391,11391,55.0,47.0
11392,11392,79.0,78.0
11393,11393,68.0,63.0
11394,11394,78.0,63.0
11395,11395,72.0,69.0
11396,11396,82.0,71.0
11397,11397,76.0,73.0
11398,11398,58.0,66.0
11399,11399,72.0,63.0
11400,11400,72.0,55.0
11401,11401,62.0,55.0
11402,11402,87.0,70.0
11403,11403,58.0,69.0
11404,11404,79.0,47.0
11405,11405,67.0,61.0
11406,11406,61.0,72.0
11407,11407,68.0,54.0
11408,11408,63.0,73.0
11409,11409,53.0,61.0
11410,11410,79.0,68.0
11411,11411,59.0,53.0
11412,11412,59.0,63.0
11413,11413,77.0,64.0
11414,11414,77.0,82.0
11415,11415,71.0,65.0
11416,11416,88.0,70.0
11417,11417,85.0,67.0
11418,11418,57.0,61.0
11419,11419,74.0,61.0
11420,11420,64.0,68.0
11421,11421,67.0,61.0
11422,11422,65.0,68.0
11423,11423,61.0,68.0
11424,11424,54.0,56.0
11425,11425,72.0,82.0
11426,11426,70.0,89.0
11427,11427,48.0,29.0
11428,11428,66.0,67.0
11429,11429,61.0,48.0
11430,11430,59.0,69.0
11431,11431,72.0,64.0
11432,11432,68.0,63.0
11433,11433,79.0,75.0
11434,11434,67.0,76.0
11435,11435,71.0,72.0
11436,11436,81.0,71.0
11437,11437,73.0,75.0
11438,11438,73.0,69.0
11439,11439,57.0,67.0
11440,11440,49.0,47.0
11441,11441,54.0,75.0
11442,11442,65.0,66.0
11443,11443,55.0,75.0
11444,11444,59.0,60.0
11445,11445,56.0,70.0
11446,11446,61.0,54.0
11447,11447,62.0,58.0
11448,11448,64.0,69.0
11449,11449,63.0,51.0
11450,11450,70.0,66.0
11451,11451,78.0,83.0
11452,11452,45.0,64.0
11453,11453,60.0,60.0
11454,11454,65.0,52.0
11455,11455,62.0,71.0
11456,11456,47.0,58.0
11457,11457,68.0,76.0
11458,11458,69.0,74.0
11459,11459,65.0,51.0
11460,11460,66.0,59.0
11461,11461,62.0,75.0
11462,11462,71.0,68.0
11463,11463,51.0,63.0
11464,11464,74.0,75.0
11465,11465,74.0,72.0
11466,11466,67.0,68.0
11467,11467,62.0,59.0
11468,11468,75.0,63.0
11469,11469,72.0,65.0
11470,11470,49.0,62.0
11471,11471,63.0,63.0
11472,11472,74.0,75.0
11473,11473,70.0,84.0
11474,11474,47.0,53.0
11475,11475,62.0,68.0
11476,11476,93.0,83.0
11477,11477,65.0,62.0
11478,11478,44.0,54.0
11479,11479,54.0,61.0
11480,11480,59.0,48.0
11481,11481,63.0,75.0
11482,11482,67.0,76.0
11483,11483,63.0,70.0
11484,11484,63.0,51.0
11485,11485,61.0,40.0
11486,11486,62.0,56.0
11487,11487,76.0,73.0
11488,11488,62.0,69.0
11489,11489,58.0,78.0
11490,11490,72.0,58.0
11491,11491,63.0,77.0
11492,11492,73.0,61.0
11493,11493,67.0,56.0
11494,11494,58.0,66.0
11495,11495,68.0,69.0
11496,11496,69.0,57.0
11497,11497,67.0,56.0
11498,11498,72.0,69.0
11499,11499,68.0,75.0
11500,11500,69.0,60.0
11501,11501,56.0,78.0
11502,11502,63.0,71.0
11503,11503,50.0,59.0
11504,11504,67.0,73.0
11505,11505,72.0,57.0
11506,11506,67.0,72.0
11507,11507,67.0,48.0
11508,11508,65.0,56.0
11509,11509,73.0,75.0
11510,11510,64.0,68.0
11511,11511,83.0,64.0
11512,11512,65.0,68.0
11513,11513,58.0,73.0
11514,11514,72.0,48.0
11515,11515,63.0,55.0
11516,11516,61.0,60.0
11517,11517,54.0,46.0
11518,11518,68.0,71.0
11519,11519,67.0,74.0
11520,11520,79.0,56.0
11521,11521,67.0,59.0
11522,11522,74.0,67.0
11523,11523,73.0,74.0
11524,11524,71.0,73.0
11525,11525,73.0,62.0
11526,11526,69.0,62.0
11527,11527,65.0,58.0
11528,11528,68.0,70.0
11529,11529,56.0,64.0
11530,11530,70.0,88.0
11531,11531,63.0,64.0
11532,11532,62.0,59.0
11533,11533,75.0,50.0
11534,11534,63.0,65.0
11535,11535,56.0,70.0
11536,11536,57.0,68.0
11537,11537,43.0,65.0
11538,11538,62.0,63.0
11539,11539,52.0,59.0
11540,11540,73.0,74.0
11541,11541,61.0,56.0
11542,11542,70.0,71.0
11543,11543,68.0,60.0
11544,11544,58.0,67.0
11545,11545,75.0,57.0
11546,11546,53.0,79.0
11547,11547,58.0,68.0
11548,11548,60.0,78.0
11549,11549,48.0,60.0
11550,11550,75.0,64.0
11551,11551,57.0,58.0
11552,11552,60.0,81.0
11553,11553,67.0,48.0
11554,11554,54.0,60.0
11555,11555,81.0,55.0
11556,11556,55.0,63.0
11557,11557,66.0,59.0
11558,11558,55.0,57.0
11559,11559,77.0,41.0
11560,11560,66.0,64.0
11561,11561,71.0,63.0
11562,11562,86.0,66.0
11563,11563,59.0,58.0
11564,11564,63.0,68.0
11565,11565,77.0,62.0
11566,11566,55.0,63.0
11567,11567,74.0,78.0
11568,11568,60.0,61.0
11569,11569,51.0,63.0
11570,11570,74.0,64.0
11571,11571,64.0,56.0
11572,11572,47.0,64.0
11573,11573,73.0,61.0
11574,11574,55.0,44.0
11575,11575,81.0,59.0
11576,11576,53.0,52.0
11577,11577,57.0,63.0
11578,11578,48.0,55.0
11579,11579,88.0,79.0
11580,11580,71.0,60.0
11581,11581,57.0,68.0
11582,11582,52.0,69.0
11583,11583,53.0,59.0
11584,11584,71.0,57.0
11585,11585,62.0,59.0
11586,11586,77.0,92.0
11587,11587,81.0,85.0
11588,11588,77.0,71.0
11589,11589,62.0,82.0
11590,11590,57.0,72.0
11591,11591,65.0,54.0
11592,11592,62.0,63.0
11593,11593,59.0,57.0
11594,11594,77.0,68.0
11595,11595,74.0,77.0
11596,11596,51.0,72.0
11597,11597,86.0,73.0
11598,11598,55.0,57.0
11599,11599,60.0,68.0
11600,11600,80.0,61.0
11601,11601,54.0,68.0
11602,11602,62.0,65.0
11603,11603,56.0,50.0
11604,11604,71.0,68.0
11605,11605,64.0,71.0
11606,11606,80.0,67.0
11607,11607,47.0,58.0
11608,11608,53.0,62.0
11609,11609,61.0,65.0
11610,11610,63.0,57.0
11611,11611,67.0,71.0
11612,11612,69.0,78.0
11613,11613,62.0,49.0
11614,11614,52.0,58.0
11615,11615,63.0,57.0
11616,11616,76.0,61.0
11617,11617,52.0,57.0
11618,11618,61.0,54.0
11619,11619,63.0,63.0
11620,11620,58.0,64.0
11621,11621,62.0,48.0
11622,11622,67.0,70.0
11623,11623,43.0,79.0
11624,11624,51.0,60.0
11625,11625,60.0,64.0
11626,11626,70.0,68.0
11627,11627,56.0,77.0
11628,11628,61.0,56.0
11629,11629,57.0,69.0
11630,11630,58.0,72.0
11631,11631,68.0,73.0
11632,11632,76.0,70.0
11633,11633,79.0,82.0
11634,11634,62.0,66.0
11635,11635,60.0,63.0
11636,11636,74.0,68.0
11637,11637,51.0,57.0
11638,11638,82.0,81.0
11639,11639,53.0,63.0
11640,11640,63.0,64.0
11641,11641,69.0,58.0
11642,11642,68.0,62.0
11643,11643,49.0,52.0
11644,11644,73.0,68.0
11645,11645,56.0,57.0
11646,11646,57.0,75.0
11647,11647,71.0,57.0
11648,11648,76.0,65.0
11649,11649,41.0,65.0
11650,11650,59.0,64.0
11651,11651,62.0,62.0
11652,11652,68.0,72.0
11653,11653,65.0,70.0
11654,11654,50.0,54.0
11655,11655,72.0,70.0
11656,11656,66.0,77.0
11657,11657,60.0,66.0
11658,11658,60.0,76.0
11659,11659,85.0,77.0
11660,11660,84.0,71.0
11661,11661,73.0,67.0
11662,11662,46.0,45.0
11663,11663,80.0,75.0
11664,11664,45.0,52.0
11665,11665,61.0,57.0
11666,11666,69.0,73.0
11667,11667,65.0,68.0
11668,11668,59.0,46.0
11669,11669,71.0,71.0
11670,11670,76.0,52.0
11671,11671,62.0,64.0
11672,11672,61.0,77.0
11673,11673,67.0,72.0
11674,11674,63.0,67.0
11675,11675,79.0,68.0
11676,11676,74.0,71.0
11677,11677,47.0,54.0
11678,11678,65.0,83.0
11679,11679,60.0,51.0
11680,11680,57.0,81.0
11681,11681,50.0,62.0
11682,11682,69.0,82.0
11683,11683,67.0,70.0
11684,11684,86.0,70.0
11685,11685,46.0,66.0
11686,11686,56.0,76.0
11687,11687,69.0,81.0
11688,11688,52.0,50.0
11689,11689,63.0,54.0
11690,11690,67.0,44.0
11691,11691,68.0,75.0
11692,11692,37.0,65.0
11693,11693,70.0,87.0
11694,11694,86.0,73.0
11695,11695,74.0,69.0
11696,11696,68.0,65.0
11697,11697,59.0,76.0
11698,11698,70.0,68.0
11699,11699,82.0,62.0
11700,11700,73.0,76.0
11701,11701,61.0,67.0
11702,11702,46.0,60.0
11703,11703,54.0,46.0
11704,11704,86.0,79.0
11705,11705,64.0,56.0
11706,11706,90.0,64.0
11707,11707,93.0,77.0
11708,11708,91.0,97.0
11709,11709,57.0,57.0
11710,11710,56.0,65.0
11711,11711,61.0,61.0
11712,11712,54.0,51.0
11713,11713,58.0,70.0
11714,11714,71.0,64.0
11715,11715,65.0,69.0
11716,11716,74.0,83.0
11717,11717,60.0,75.0
11718,11718,73.0,73.0
11719,11719,60.0,54.0
11720,11720,56.0,65.0
11721,11721,61.0,65.0
11722,11722,59.0,60.0
11723,11723,66.0,70.0
11724,11724,61.0,74.0
11725,11725,68.0,65.0
11726,11726,53.0,84.0
11727,11727,79.0,78.0
11728,11728,84.0,76.0
11729,11729,70.0,75.0
11730,11730,56.0,55.0
11731,11731,69.0,72.0
11732,11732,59.0,52.0
11733,11733,73.0,50.0
11734,11734,75.0,63.0
11735,11735,67.0,54.0
11736,11736,66.0,64.0
11737,11737,69.0,54.0
11738,11738,76.0,61.0
11739,11739,71.0,73.0
11740,11740,67.0,66.0
11741,11741,63.0,68.0
11742,11742,66.0,58.0
11743,11743,71.0,66.0
11744,11744,44.0,72.0
11745,11745,49.0,52.0
11746,11746,63.0,57.0
11747,11747,58.0,59.0
11748,11748,69.0,62.0
11749,11749,72.0,78.0
11750,11750,68.0,69.0
11751,11751,73.0,77.0
11752,11752,81.0,66.0
11753,11753,69.0,55.0
11754,11754,77.0,75.0
11755,11755,59.0,57.0
11756,11756,62.0,69.0
11757,11757,51.0,83.0
11758,11758,88.0,88.0
11759,11759,51.0,50.0
11760,11760,62.0,60.0
11761,11761,61.0,44.0
11762,11762,58.0,66.0
11763,11763,64.0,65.0
11764,11764,67.0,52.0
11765,11765,72.0,64.0
11766,11766,81.0,65.0
11767,11767,65.0,56.0
11768,11768,78.0,74.0
11769,11769,55.0,68.0
11770,11770,69.0,61.0
11771,11771,64.0,71.0
11772,11772,75.0,80.0
11773,11773,63.0,60.0
11774,11774,62.0,34.0
11775,11775,62.0,63.0
11776,11776,66.0,61.0
11777,11777,55.0,53.0
11778,11778,59.0,54.0
11779,11779,84.0,83.0
11780,11780,58.0,65.0
11781,11781,64.0,69.0
11782,11782,54.0,73.0
11783,11783,47.0,56.0
11784,11784,83.0,62.0
11785,11785,74.0,59.0
11786,11786,83.0,63.0
11787,11787,61.0,64.0
11788,11788,71.0,85.0
11789,11789,59.0,55.0
11790,11790,68.0,88.0
11791,11791,49.0,55.0
11792,11792,65.0,63.0
11793,11793,82.0,69.0
11794,11794,61.0,71.0
11795,11795,62.0,77.0
11796,11796,81.0,65.0
11797,11797,67.0,66.0
11798,11798,81.0,70.0
11799,11799,61.0,78.0
11800,11800,64.0,69.0
11801,11801,57.0,56.0
11802,11802,76.0,63.0
11803,11803,55.0,67.0
11804,11804,54.0,67.0
11805,11805,62.0,51.0
11806,11806,66.0,83.0
11807,11807,52.0,50.0
11808,11808,66.0,60.0
11809,11809,72.0,83.0
11810,11810,67.0,71.0
11811,11811,66.0,87.0
11812,11812,63.0,64.0
11813,11813,60.0,59.0
11814,11814,39.0,58.0
11815,11815,56.0,64.0
11816,11816,65.0,76.0
11817,11817,45.0,67.0
11818,11818,62.0,66.0
11819,11819,60.0,55.0
11820,11820,69.0,69.0
11821,11821,75.0,75.0
11822,11822,55.0,61.0
11823,11823,82.0,87.0
11824,11824,64.0,69.0
11825,11825,58.0,65.0
11826,11826,57.0,47.0
11827,11827,71.0,68.0
11828,11828,63.0,59.0
11829,11829,57.0,54.0
11830,11830,62.0,64.0
11831,11831,82.0,86.0
11832,11832,67.0,64.0
11833,11833,60.0,73.0
11834,11834,77.0,83.0
11835,11835,73.0,73.0
11836,11836,56.0,57.0
11837,11837,56.0,66.0
11838,11838,72.0,59.0
11839,11839,66.0,74.0
11840,11840,69.0,75.0
11841,11841,47.0,69.0
11842,11842,70.0,60.0
11843,11843,62.0,64.0
11844,11844,85.0,84.0
11845,11845,52.0,61.0
11846,11846,60.0,62.0
11847,11847,69.0,92.0
11848,11848,58.0,62.0
11849,11849,66.0,63.0
11850,11850,73.0,84.0
11851,11851,69.0,70.0
11852,11852,96.0,101.0
11853,11853,60.0,70.0
11854,11854,66.0,63.0
11855,11855,80.0,80.0
11856,11856,79.0,73.0
11857,11857,72.0,58.0
11858,11858,68.0,46.0
11859,11859,70.0,68.0
11860,11860,86.0,84.0
11861,11861,72.0,79.0
11862,11862,70.0,58.0
11863,11863,69.0,75.0
11864,11864,68.0,53.0
11865,11865,61.0,66.0
11866,11866,45.0,87.0
11867,11867,50.0,71.0
11868,11868,80.0,71.0
11869,11869,67.0,52.0
11870,11870,57.0,48.0
11871,11871,53.0,64.0
11872,11872,79.0,90.0
11873,11873,43.0,54.0
11874,11874,69.0,56.0
11875,11875,61.0,57.0
11876,11876,72.0,72.0
11877,11877,74.0,58.0
11878,11878,65.0,50.0
11879,11879,72.0,69.0
11880,11880,52.0,58.0
11881,11881,68.0,63.0
11882,11882,63.0,60.0
11883,11883,65.0,49.0
11884,11884,65.0,71.0
11885,11885,51.0,56.0
11886,11886,78.0,64.0
11887,11887,50.0,39.0
11888,11888,66.0,72.0
11889,11889,69.0,75.0
11890,11890,54.0,59.0
11891,11891,66.0,79.0
11892,11892,56.0,79.0
11893,11893,68.0,75.0
11894,11894,61.0,56.0
11895,11895,78.0,84.0
11896,11896,69.0,71.0
11897,11897,64.0,81.0
11898,11898,73.0,62.0
11899,11899,66.0,66.0
11900,11900,91.0,75.0
11901,11901,80.0,70.0
11902,11902,59.0,76.0
11903,11903,55.0,68.0
11904,11904,76.0,62.0
11905,11905,76.0,68.0
11906,11906,71.0,50.0
11907,11907,66.0,82.0
11908,11908,67.0,53.0
11909,11909,82.0,68.0
11910,11910,64.0,72.0
11911,11911,81.0,64.0
11912,11912,55.0,57.0
11913,11913,61.0,53.0
11914,11914,76.0,66.0
11915,11915,59.0,51.0
11916,11916,71.0,91.0
11917,11917,72.0,64.0
11918,11918,89.0,80.0
11919,11919,58.0,68.0
11920,11920,94.0,57.0
11921,11921,75.0,56.0
11922,11922,72.0,73.0
11923,11923,51.0,73.0
11924,11924,75.0,60.0
11925,11925,54.0,58.0
11926,11926,54.0,57.0
11927,11927,51.0,59.0
11928,11928,71.0,73.0
11929,11929,59.0,68.0
11930,11930,65.0,51.0
11931,11931,64.0,54.0
11932,11932,49.0,64.0
11933,11933,77.0,65.0
11934,11934,61.0,68.0
11935,11935,74.0,64.0
11936,11936,72.0,85.0
11937,11937,74.0,47.0
11938,11938,88.0,66.0
11939,11939,67.0,74.0
11940,11940,66.0,59.0
11941,11941,74.0,72.0
11942,11942,59.0,63.0
11943,11943,73.0,84.0
11944,11944,55.0,60.0
11945,11945,78.0,58.0
11946,11946,74.0,82.0
11947,11947,63.0,70.0
11948,11948,66.0,64.0
11949,11949,52.0,65.0
11950,11950,67.0,34.0
11951,11951,66.0,71.0
11952,11952,62.0,86.0
11953,11953,53.0,65.0
11954,11954,63.0,78.0
11955,11955,86.0,91.0
11956,11956,58.0,50.0
11957,11957,72.0,64.0
11958,11958,62.0,39.0
11959,11959,63.0,56.0
11960,11960,78.0,76.0
11961,11961,70.0,58.0
11962,11962,82.0,70.0
11963,11963,60.0,47.0
11964,11964,59.0,51.0
11965,11965,70.0,61.0
11966,11966,72.0,88.0
11967,11967,71.0,68.0
11968,11968,53.0,57.0
11969,11969,64.0,75.0
11970,11970,48.0,65.0
11971,11971,57.0,67.0
11972,11972,70.0,45.0
11973,11973,63.0,63.0
11974,11974,53.0,61.0
11975,11975,67.0,65.0
11976,11976,82.0,56.0
11977,11977,59.0,68.0
11978,11978,61.0,58.0
11979,11979,73.0,89.0
11980,11980,51.0,81.0
11981,11981,85.0,74.0
11982,11982,65.0,59.0
11983,11983,73.0,62.0
11984,11984,54.0,53.0
11985,11985,60.0,70.0
11986,11986,81.0,69.0
11987,11987,65.0,68.0
11988,11988,77.0,67.0
11989,11989,52.0,55.0
11990,11990,71.0,81.0
11991,11991,71.0,76.0
11992,11992,65.0,70.0
11993,11993,68.0,63.0
11994,11994,67.0,67.0
11995,11995,65.0,60.0
11996,11996,63.0,63.0
11997,11997,75.0,47.0
11998,11998,66.0,55.0
11999,11999,71.0,59.0
12000,12000,65.0,72.0
12001,12001,74.0,68.0
12002,12002,71.0,62.0
12003,12003,73.0,74.0
12004,12004,65.0,54.0
12005,12005,69.0,46.0
12006,12006,72.0,54.0
12007,12007,45.0,54.0
12008,12008,59.0,72.0
12009,12009,63.0,56.0
12010,12010,75.0,62.0
12011,12011,82.0,78.0
12012,12012,70.0,71.0
12013,12013,62.0,68.0
12014,12014,65.0,69.0
12015,12015,80.0,50.0
12016,12016,75.0,76.0
12017,12017,76.0,60.0
12018,12018,55.0,44.0
12019,12019,49.0,51.0
12020,12020,66.0,66.0
12021,12021,74.0,64.0
12022,12022,74.0,84.0
12023,12023,50.0,69.0
12024,12024,83.0,88.0
12025,12025,52.0,51.0
12026,12026,67.0,62.0
12027,12027,65.0,64.0
12028,12028,65.0,60.0
12029,12029,66.0,67.0
12030,12030,64.0,61.0
12031,12031,47.0,62.0
12032,12032,70.0,63.0
12033,12033,70.0,59.0
12034,12034,96.0,72.0
12035,12035,72.0,83.0
12036,12036,55.0,60.0
12037,12037,77.0,64.0
12038,12038,61.0,80.0
12039,12039,63.0,48.0
12040,12040,68.0,74.0
12041,12041,57.0,65.0
12042,12042,66.0,86.0
12043,12043,52.0,75.0
12044,12044,54.0,63.0
12045,12045,63.0,62.0
12046,12046,50.0,56.0
12047,12047,86.0,76.0
12048,12048,68.0,76.0
12049,12049,71.0,64.0
12050,12050,60.0,63.0
12051,12051,57.0,70.0
12052,12052,46.0,58.0
12053,12053,56.0,54.0
12054,12054,62.0,55.0
12055,12055,71.0,73.0
12056,12056,67.0,70.0
12057,12057,62.0,60.0
12058,12058,56.0,77.0
12059,12059,86.0,71.0
12060,12060,78.0,76.0
12061,12061,78.0,57.0
12062,12062,41.0,55.0
12063,12063,87.0,69.0
12064,12064,70.0,61.0
12065,12065,52.0,79.0
12066,12066,67.0,68.0
12067,12067,58.0,50.0
12068,12068,66.0,69.0
12069,12069,77.0,71.0
12070,12070,51.0,59.0
12071,12071,50.0,52.0
12072,12072,53.0,65.0
12073,12073,41.0,64.0
12074,12074,43.0,56.0
12075,12075,72.0,62.0
12076,12076,54.0,63.0
12077,12077,46.0,58.0
12078,12078,74.0,75.0
12079,12079,61.0,55.0
12080,12080,71.0,74.0
12081,12081,57.0,67.0
12082,12082,86.0,66.0
12083,12083,64.0,60.0
12084,12084,54.0,60.0
12085,12085,50.0,47.0
12086,12086,54.0,73.0
12087,12087,68.0,82.0
12088,12088,82.0,75.0
12089,12089,70.0,72.0
12090,12090,58.0,70.0
12091,12091,56.0,64.0
12092,12092,53.0,61.0
12093,12093,76.0,51.0
12094,12094,56.0,66.0
12095,12095,72.0,67.0
12096,12096,72.0,66.0
12097,12097,82.0,68.0
12098,12098,82.0,63.0
12099,12099,82.0,68.0
12100,12100,53.0,71.0
12101,12101,73.0,66.0
12102,12102,64.0,52.0
12103,12103,69.0,64.0
12104,12104,82.0,57.0
12105,12105,48.0,56.0
12106,12106,72.0,57.0
12107,12107,68.0,49.0
12108,12108,69.0,76.0
12109,12109,61.0,56.0
12110,12110,71.0,83.0
12111,12111,72.0,57.0
12112,12112,58.0,65.0
12113,12113,57.0,65.0
12114,12114,80.0,69.0
12115,12115,79.0,55.0
12116,12116,70.0,73.0
12117,12117,63.0,68.0
12118,12118,58.0,60.0
12119,12119,91.0,63.0
12120,12120,57.0,58.0
12121,12121,54.0,80.0
12122,12122,66.0,62.0
12123,12123,54.0,64.0
12124,12124,58.0,70.0
12125,12125,61.0,51.0
12126,12126,63.0,87.0
12127,12127,73.0,71.0
12128,12128,64.0,65.0
12129,12129,61.0,51.0
12130,12130,63.0,60.0
12131,12131,62.0,75.0
12132,12132,76.0,79.0
12133,12133,75.0,82.0
12134,12134,85.0,76.0
12135,12135,65.0,79.0
12136,12136,82.0,68.0
12137,12137,69.0,60.0
12138,12138,55.0,58.0
12139,12139,78.0,52.0
12140,12140,49.0,66.0
12141,12141,65.0,56.0
12142,12142,58.0,53.0
12143,12143,53.0,49.0
12144,12144,57.0,66.0
12145,12145,72.0,58.0
12146,12146,79.0,75.0
12147,12147,64.0,68.0
12148,12148,65.0,56.0
12149,12149,58.0,56.0
12150,12150,62.0,51.0
12151,12151,71.0,73.0
12152,12152,63.0,64.0
12153,12153,64.0,62.0
12154,12154,57.0,48.0
12155,12155,75.0,64.0
12156,12156,79.0,65.0
12157,12157,73.0,74.0
12158,12158,67.0,44.0
12159,12159,59.0,75.0
12160,12160,54.0,76.0
12161,12161,55.0,68.0
12162,12162,64.0,43.0
12163,12163,55.0,49.0
12164,12164,70.0,58.0
12165,12165,59.0,57.0
12166,12166,61.0,80.0
12167,12167,69.0,69.0
12168,12168,76.0,78.0
12169,12169,68.0,63.0
12170,12170,73.0,68.0
12171,12171,64.0,58.0
12172,12172,61.0,70.0
12173,12173,68.0,59.0
12174,12174,67.0,52.0
12175,12175,88.0,71.0
12176,12176,54.0,64.0
12177,12177,74.0,74.0
12178,12178,79.0,80.0
12179,12179,73.0,58.0
12180,12180,65.0,49.0
12181,12181,60.0,50.0
12182,12182,76.0,79.0
12183,12183,63.0,66.0
12184,12184,75.0,63.0
12185,12185,66.0,66.0
12186,12186,57.0,57.0
12187,12187,49.0,55.0
12188,12188,58.0,83.0
12189,12189,77.0,75.0
12190,12190,45.0,62.0
12191,12191,83.0,74.0
12192,12192,66.0,53.0
12193,12193,62.0,60.0
12194,12194,66.0,60.0
12195,12195,43.0,52.0
12196,12196,60.0,65.0
12197,12197,63.0,69.0
12198,12198,54.0,61.0
12199,12199,68.0,61.0
12200,12200,77.0,72.0
12201,12201,75.0,63.0
12202,12202,54.0,52.0
12203,12203,72.0,65.0
12204,12204,53.0,75.0
12205,12205,64.0,54.0
12206,12206,63.0,77.0
12207,12207,72.0,63.0
12208,12208,50.0,75.0
12209,12209,71.0,57.0
12210,12210,71.0,57.0
12211,12211,71.0,66.0
12212,12212,67.0,76.0
12213,12213,50.0,68.0
12214,12214,66.0,60.0
12215,12215,74.0,50.0
12216,12216,68.0,52.0
12217,12217,69.0,77.0
12218,12218,88.0,59.0
12219,12219,51.0,64.0
12220,12220,62.0,58.0
12221,12221,76.0,78.0
12222,12222,48.0,56.0
12223,12223,49.0,67.0
12224,12224,57.0,68.0
12225,12225,48.0,60.0
12226,12226,52.0,51.0
12227,12227,57.0,72.0
12228,12228,62.0,49.0
12229,12229,62.0,66.0
12230,12230,66.0,73.0
12231,12231,82.0,72.0
12232,12232,61.0,58.0
12233,12233,49.0,64.0
12234,12234,55.0,78.0
12235,12235,61.0,59.0
12236,12236,76.0,92.0
12237,12237,66.0,48.0
12238,12238,79.0,82.0
12239,12239,87.0,69.0
12240,12240,52.0,66.0
12241,12241,68.0,73.0
12242,12242,89.0,90.0
12243,12243,82.0,71.0
12244,12244,49.0,75.0
12245,12245,63.0,59.0
12246,12246,68.0,71.0
12247,12247,86.0,67.0
12248,12248,60.0,60.0
12249,12249,42.0,60.0
12250,12250,62.0,79.0
12251,12251,65.0,65.0
12252,12252,60.0,66.0
12253,12253,45.0,63.0
12254,12254,78.0,63.0
12255,12255,63.0,69.0
12256,12256,81.0,73.0
12257,12257,67.0,82.0
12258,12258,53.0,74.0
12259,12259,55.0,46.0
12260,12260,80.0,76.0
12261,12261,53.0,66.0
12262,12262,65.0,68.0
12263,12263,61.0,59.0
12264,12264,54.0,71.0
12265,12265,69.0,72.0
12266,12266,62.0,65.0
12267,12267,70.0,75.0
12268,12268,69.0,73.0
12269,12269,76.0,69.0
12270,12270,68.0,80.0
12271,12271,51.0,69.0
12272,12272,66.0,63.0
12273,12273,57.0,69.0
12274,12274,75.0,67.0
12275,12275,67.0,60.0
12276,12276,77.0,71.0
12277,12277,63.0,59.0
12278,12278,51.0,67.0
12279,12279,53.0,69.0
12280,12280,73.0,64.0
12281,12281,59.0,48.0
12282,12282,73.0,68.0
12283,12283,54.0,60.0
12284,12284,79.0,84.0
12285,12285,61.0,62.0
12286,12286,95.0,68.0
12287,12287,53.0,55.0
12288,12288,67.0,58.0
12289,12289,72.0,63.0
12290,12290,75.0,99.0
12291,12291,63.0,60.0
12292,12292,59.0,58.0
12293,12293,72.0,69.0
12294,12294,90.0,65.0
12295,12295,76.0,70.0
12296,12296,51.0,54.0
12297,12297,67.0,60.0
12298,12298,53.0,61.0
12299,12299,70.0,83.0
12300,12300,60.0,70.0
12301,12301,64.0,83.0
12302,12302,77.0,77.0
12303,12303,79.0,73.0
12304,12304,61.0,65.0
12305,12305,67.0,81.0
12306,12306,61.0,65.0
12307,12307,79.0,65.0
12308,12308,59.0,55.0
12309,12309,64.0,67.0
12310,12310,83.0,78.0
12311,12311,81.0,63.0
12312,12312,84.0,90.0
12313,12313,68.0,61.0
12314,12314,72.0,68.0
