,mid,gold_radiant,gold_dire
4675,4675,133920,106184
4676,4676,109496,102432
4677,4677,103156,110366
4678,4678,94331,127762
4679,4679,100729,102353
4680,4680,95753,106680
4681,4681,108026,121867
4682,4682,132950,134236
4683,4683,86014,123467
4684,4684,113262,102119
4685,4685,95212,102432
4686,4686,100866,93969
4687,4687,102881,115594
4688,4688,90471,104585
4689,4689,106965,105258
4690,4690,108859,117039
4691,4691,85792,129017
4692,4692,94765,88699
4693,4693,102966,82383
4694,4694,127886,108845
4695,4695,108780,113744
4696,4696,100535,88087
4697,4697,89571,94964
4698,4698,115788,94451
4699,4699,105607,106354
4700,4700,109204,120955
4701,4701,85420,124208
4702,4702,118191,131141
4703,4703,121685,110344
4704,4704,104940,115114
4705,4705,83400,87567
4706,4706,98521,127432
4707,4707,118428,101016
4708,4708,85571,85940
4709,4709,121571,94269
4710,4710,121832,93719
4711,4711,93842,114836
4712,4712,108997,88085
4713,4713,90437,90412
4714,4714,119447,99256
4715,4715,105901,106251
4716,4716,100156,104717
4717,4717,113498,107111
4718,4718,146716,118636
4719,4719,112742,118487
4720,4720,87390,102097
4721,4721,100781,115091
4722,4722,98336,104722
4723,4723,115610,79045
4724,4724,102090,89478
4725,4725,95497,110377
4726,4726,116176,98541
4727,4727,103702,111282
4728,4728,103398,123023
4729,4729,128468,107399
4730,4730,108937,110093
4731,4731,103579,120727
4732,4732,93599,119669
4733,4733,111280,118343
4734,4734,95622,114292
4735,4735,103878,104518
4736,4736,92423,110700
4737,4737,107073,116208
4738,4738,111482,109454
4739,4739,127131,97093
4740,4740,106333,91454
4741,4741,80939,101758
4742,4742,93037,113896
4743,4743,119606,116637
4744,4744,106617,105965
4745,4745,102406,111636
4746,4746,110867,105390
4747,4747,92748,107747
4748,4748,117256,111251
4749,4749,111339,114029
4750,4750,112942,91318
4751,4751,104950,107553
4752,4752,99201,110088
4753,4753,93646,118886
4754,4754,86303,115986
4755,4755,101464,102070
4756,4756,112854,95046
4757,4757,81724,117995
4758,4758,117817,119544
4759,4759,105319,96769
4760,4760,92830,104676
4761,4761,93009,120946
4762,4762,116222,104547
4763,4763,98519,114704
4764,4764,91010,115579
4765,4765,122543,106270
4766,4766,123320,104946
4767,4767,98210,115174
4768,4768,103526,102639
4769,4769,120038,120534
4770,4770,97746,75520
4771,4771,96095,97727
4772,4772,102948,102462
4773,4773,129532,110479
4774,4774,106501,96871
4775,4775,96815,96108
4776,4776,98217,87544
4777,4777,112452,127560
4778,4778,78379,84593
4779,4779,100758,106376
4780,4780,103331,105012
4781,4781,115204,113697
4782,4782,90392,109767
4783,4783,114631,112385
4784,4784,123236,119132
4785,4785,128421,82068
4786,4786,106596,105875
4787,4787,87191,94435
4788,4788,98537,86839
4789,4789,95817,106433
4790,4790,105057,117827
4791,4791,107600,110039
4792,4792,118385,117342
4793,4793,120493,87349
4794,4794,84059,103275
4795,4795,117359,98898
4796,4796,107358,128122
4797,4797,115945,103319
4798,4798,104693,106043
4799,4799,98406,97435
4800,4800,126687,110256
4801,4801,110638,114822
4802,4802,102423,118079
4803,4803,111386,116749
4804,4804,119340,99040
4805,4805,114707,100485
4806,4806,104752,118086
4807,4807,105372,116972
4808,4808,89269,126128
4809,4809,79166,103686
4810,4810,105990,118732
4811,4811,147251,110045
4812,4812,105382,114878
4813,4813,110102,117373
4814,4814,102592,117411
4815,4815,117716,118025
4816,4816,106191,106522
4817,4817,105609,94074
4818,4818,116972,112989
4819,4819,115158,113794
4820,4820,97917,122796
4821,4821,110834,117989
4822,4822,102476,97454
4823,4823,114481,119188
4824,4824,108938,92902
4825,4825,90434,100497
4826,4826,121493,141270
4827,4827,111289,96007
4828,4828,116903,101347
4829,4829,79091,96547
4830,4830,106372,136485
4831,4831,87809,100884
4832,4832,106740,120009
4833,4833,97864,113409
4834,4834,101007,114810
4835,4835,96742,108240
4836,4836,111947,100544
4837,4837,108761,110272
4838,4838,102037,100143
4839,4839,94316,121174
4840,4840,105185,97514
4841,4841,105395,114767
4842,4842,148054,103360
4843,4843,114721,115446
4844,4844,100504,102663
4845,4845,99605,118552
4846,4846,91958,90444
4847,4847,89469,100081
4848,4848,103256,118296
4849,4849,116254,125310
4850,4850,103490,112850
4851,4851,121356,112751
4852,4852,107826,112767
4853,4853,100842,110034
4854,4854,112809,113132
4855,4855,90821,110916
4856,4856,96991,97663
4857,4857,90518,113529
4858,4858,105375,99251
4859,4859,127536,111865
4860,4860,112401,107390
4861,4861,111215,99567
4862,4862,117508,118106
4863,4863,110757,117846
4864,4864,111894,121065
4865,4865,122768,109425
4866,4866,105830,143897
4867,4867,88506,82726
4868,4868,88763,101766
4869,4869,106290,99036
4870,4870,115897,95928
4871,4871,102018,110149
4872,4872,137775,101745
4873,4873,104268,119401
4874,4874,105194,124174
4875,4875,137348,102216
4876,4876,90450,99864
4877,4877,115214,92814
4878,4878,97471,127552
4879,4879,95594,93725
4880,4880,119619,95631
4881,4881,113178,106013
4882,4882,101401,117015
4883,4883,111922,100398
4884,4884,106667,121304
4885,4885,91214,112568
4886,4886,102872,99565
4887,4887,104238,112979
4888,4888,105573,99797
4889,4889,88991,99932
4890,4890,101405,129033
4891,4891,106841,108938
4892,4892,132533,92151
4893,4893,99692,111885
4894,4894,94464,132892
4895,4895,103826,115173
4896,4896,91600,107228
4897,4897,125771,103132
4898,4898,93641,98634
4899,4899,137381,102621
4900,4900,108195,110345
4901,4901,118101,128411
4902,4902,87589,131321
4903,4903,113292,101278
4904,4904,111855,98437
4905,4905,97906,121900
4906,4906,100971,98343
4907,4907,101169,106794
4908,4908,112401,122754
4909,4909,110842,127614
4910,4910,97558,96449
4911,4911,107296,104536
4912,4912,99605,99730
4913,4913,111842,101965
4914,4914,117926,95825
4915,4915,132809,101437
4916,4916,82270,85904
4917,4917,93524,97446
4918,4918,98582,107899
4919,4919,99645,103876
4920,4920,124377,87971
4921,4921,82527,91137
4922,4922,110892,120396
4923,4923,96031,108064
4924,4924,106307,136860
4925,4925,104980,105459
4926,4926,112569,129625
4927,4927,104376,112784
4928,4928,114178,127227
4929,4929,104025,98059
4930,4930,108485,93931
4931,4931,86003,101475
4932,4932,108166,92100
4933,4933,119840,96949
4934,4934,86553,108322
4935,4935,101747,88968
4936,4936,102121,91568
4937,4937,112796,123593
4938,4938,124715,112535
4939,4939,124404,92963
4940,4940,99445,98609
4941,4941,106002,96528
4942,4942,86820,106260
4943,4943,99276,99159
4944,4944,111142,91628
4945,4945,104304,105998
4946,4946,117329,95791
4947,4947,111717,95313
4948,4948,90749,128763
4949,4949,99522,105285
4950,4950,122174,105542
4951,4951,131091,89605
4952,4952,113723,97934
4953,4953,93832,118010
4954,4954,119063,94979
4955,4955,108948,117073
4956,4956,104228,87529
4957,4957,101305,100579
4958,4958,91698,125482
4959,4959,113646,128686
4960,4960,104670,123488
4961,4961,126187,93344
4962,4962,89328,107724
4963,4963,115932,118073
4964,4964,102506,99955
4965,4965,93405,85152
4966,4966,95763,80177
4967,4967,118223,125695
4968,4968,118216,97261
4969,4969,98164,101923
4970,4970,91441,113440
4971,4971,135714,89357
4972,4972,92474,117596
4973,4973,91777,110046
4974,4974,113892,112874
4975,4975,99274,102080
4976,4976,118283,85289
4977,4977,109896,92771
4978,4978,102810,84104
4979,4979,99520,93673
4980,4980,90830,119913
4981,4981,103114,111702
4982,4982,112172,107561
4983,4983,112778,119854
4984,4984,134318,90756
4985,4985,83459,119633
4986,4986,102848,101875
4987,4987,113367,117612
4988,4988,107153,99438
4989,4989,97776,93802
4990,4990,97699,125545
4991,4991,107259,95762
4992,4992,120105,112654
4993,4993,102544,116845
4994,4994,105748,104804
4995,4995,108398,96745
4996,4996,135507,109219
4997,4997,105767,99458
4998,4998,96530,97262
4999,4999,92274,107744
5000,5000,82797,111155
5001,5001,117470,113347
5002,5002,112491,100660
5003,5003,92175,108353
5004,5004,91833,105501
5005,5005,97438,112791
5006,5006,109746,88920
5007,5007,88487,104029
5008,5008,112831,104515
5009,5009,138829,98403
5010,5010,123981,108917
5011,5011,142648,109195
5012,5012,110249,102334
5013,5013,99069,80759
5014,5014,111474,115655
5015,5015,109655,97095
5016,5016,91125,95394
5017,5017,115099,138669
5018,5018,97553,114583
5019,5019,115213,108499
5020,5020,121189,112256
5021,5021,91414,109847
5022,5022,92632,106216
5023,5023,105577,97364
5024,5024,108796,111796
5025,5025,92588,111285
5026,5026,119698,109399
5027,5027,114514,118147
5028,5028,115938,127150
5029,5029,93188,103501
5030,5030,99000,128034
5031,5031,86829,92443
5032,5032,112179,133011
5033,5033,96542,135663
5034,5034,125431,98148
5035,5035,120973,91465
5036,5036,100734,98389
5037,5037,106371,112364
5038,5038,98456,83298
5039,5039,99029,100615
5040,5040,101425,97366
5041,5041,133145,107105
5042,5042,107389,98825
5043,5043,93174,99734
5044,5044,118327,126175
5045,5045,114825,136664
5046,5046,103834,98321
5047,5047,91794,122029
5048,5048,120582,118939
5049,5049,88255,109294
5050,5050,104937,100922
5051,5051,101618,110595
5052,5052,100925,125897
5053,5053,96267,117084
5054,5054,98212,124529
5055,5055,100147,107714
5056,5056,85890,128320
5057,5057,111802,99654
5058,5058,105204,110275
5059,5059,123822,126764
5060,5060,117863,119634
5061,5061,89232,100360
5062,5062,112769,80963
5063,5063,134823,108207
5064,5064,141538,106124
5065,5065,111697,108542
5066,5066,105081,96343
5067,5067,99908,111265
5068,5068,112797,106234
5069,5069,120072,92691
5070,5070,119163,88855
5071,5071,105678,114501
5072,5072,92414,108039
5073,5073,111765,109788
5074,5074,104050,86999
5075,5075,106254,108614
5076,5076,98951,108525
5077,5077,101065,103743
5078,5078,93405,107794
5079,5079,102314,105198
5080,5080,106115,113145
5081,5081,111252,105540
5082,5082,103345,98983
5083,5083,103357,117876
5084,5084,117034,110251
5085,5085,91536,105462
5086,5086,90412,121281
5087,5087,102230,94107
5088,5088,126642,105177
5089,5089,120500,107656
5090,5090,94009,111940
5091,5091,127870,112915
5092,5092,105509,104682
5093,5093,111192,122247
5094,5094,117027,127583
5095,5095,93736,114797
5096,5096,105823,102624
5097,5097,99342,129271
5098,5098,98072,114682
5099,5099,99465,95809
5100,5100,114424,105238
5101,5101,108391,91459
5102,5102,99580,106470
5103,5103,119205,98047
5104,5104,97193,120402
5105,5105,121534,105804
5106,5106,89743,96538
5107,5107,110295,117720
5108,5108,112778,96726
5109,5109,81787,97957
5110,5110,110005,114869
5111,5111,107688,104175
5112,5112,113640,108628
5113,5113,122109,87378
5114,5114,108140,90314
5115,5115,101598,114221
5116,5116,123449,106463
5117,5117,100594,96711
5118,5118,124207,111629
5119,5119,114931,102668
5120,5120,106881,98952
5121,5121,96070,137823
5122,5122,114483,84140
5123,5123,105437,115047
5124,5124,86539,88281
5125,5125,112221,114033
5126,5126,101089,107864
5127,5127,96938,103661
5128,5128,112288,98576
5129,5129,127365,114037
5130,5130,102573,97219
5131,5131,105560,110831
5132,5132,101867,95831
5133,5133,112184,100256
5134,5134,123373,115622
5135,5135,101120,130314
5136,5136,97315,103930
5137,5137,103109,103236
5138,5138,104842,113106
5139,5139,113447,101248
5140,5140,93481,124406
5141,5141,101173,109515
5142,5142,95065,111553
5143,5143,97622,141656
5144,5144,112786,116688
5145,5145,115927,105999
5146,5146,126204,117686
5147,5147,95461,115964
5148,5148,107362,102898
5149,5149,109602,115934
5150,5150,97851,110499
5151,5151,106830,123370
5152,5152,101307,105817
5153,5153,117761,108406
5154,5154,96764,122460
5155,5155,114764,91012
5156,5156,97947,117653
5157,5157,115951,113376
5158,5158,114853,96835
5159,5159,129741,95092
5160,5160,104810,79812
5161,5161,103118,112747
5162,5162,102699,93747
5163,5163,101844,110050
5164,5164,106786,97723
5165,5165,95732,105135
5166,5166,127031,101931
5167,5167,104224,109343
5168,5168,105162,116180
5169,5169,108626,116131
5170,5170,100994,87450
5171,5171,100816,86350
5172,5172,83097,121619
5173,5173,103337,109509
5174,5174,100839,113122
5175,5175,111532,110485
5176,5176,112761,117019
5177,5177,124848,93800
5178,5178,108096,111514
5179,5179,103280,107938
5180,5180,101842,123155
5181,5181,107624,90036
5182,5182,93107,120321
5183,5183,108729,112227
5184,5184,113001,110520
5185,5185,101433,90758
5186,5186,97320,106277
5187,5187,101639,108364
5188,5188,131042,112189
5189,5189,97121,93620
5190,5190,100589,100517
5191,5191,100490,102044
5192,5192,117098,114989
5193,5193,111078,93158
5194,5194,101156,104925
5195,5195,108402,133529
5196,5196,109401,82520
5197,5197,132657,117573
5198,5198,102042,94564
5199,5199,86225,118449
5200,5200,101059,92867
5201,5201,98321,100646
5202,5202,122398,119393
5203,5203,105793,116920
5204,5204,135382,122517
5205,5205,103518,114948
5206,5206,122205,110997
5207,5207,123283,113292
5208,5208,116166,134761
5209,5209,112335,114038
5210,5210,84433,116047
5211,5211,114047,105229
5212,5212,91719,105413
5213,5213,98773,126784
5214,5214,95936,92058
5215,5215,102321,109694
5216,5216,110149,116772
5217,5217,102085,104482
5218,5218,100684,108518
5219,5219,109837,89899
5220,5220,79430,113648
5221,5221,105635,148931
5222,5222,117755,108663
5223,5223,96941,94974
5224,5224,121290,99459
5225,5225,110081,117776
5226,5226,98516,113267
5227,5227,101248,105310
5228,5228,100401,92936
5229,5229,135387,113633
5230,5230,89043,104243
5231,5231,135752,96531
5232,5232,138385,92787
5233,5233,116133,108465
5234,5234,92787,112935
5235,5235,99290,118805
5236,5236,131942,100736
5237,5237,119003,92967
5238,5238,105669,99887
5239,5239,90552,123968
5240,5240,114333,84152
5241,5241,121544,116214
5242,5242,127658,89182
5243,5243,95169,108477
5244,5244,126489,92438
5245,5245,118531,92148
5246,5246,96629,102686
5247,5247,93999,107530
5248,5248,103394,112057
5249,5249,99017,112039
5250,5250,97104,101729
5251,5251,103276,99981
5252,5252,115927,94121
5253,5253,114320,105832
5254,5254,109787,110108
5255,5255,110385,127267
5256,5256,97958,109184
5257,5257,104118,115015
5258,5258,109998,95805
5259,5259,111106,105450
5260,5260,108861,104241
5261,5261,84543,103759
5262,5262,111084,110349
5263,5263,107303,96326
5264,5264,97270,121385
5265,5265,111575,108734
5266,5266,85825,111375
5267,5267,90017,119310
5268,5268,94398,95716
5269,5269,99520,92743
5270,5270,122843,106839
5271,5271,112833,135028
5272,5272,100314,108416
5273,5273,115615,109356
5274,5274,107310,127439
5275,5275,114430,108009
5276,5276,110468,102655
5277,5277,105447,117772
5278,5278,112902,100041
5279,5279,120986,104823
5280,5280,111484,126438
5281,5281,125439,117408
5282,5282,94094,103790
5283,5283,121159,106383
5284,5284,110342,106370
5285,5285,102448,116757
5286,5286,107396,105139
5287,5287,97013,97416
5288,5288,110741,105644
5289,5289,97580,93037
5290,5290,109474,88445
5291,5291,87096,113872
5292,5292,99592,115379
5293,5293,105371,104486
5294,5294,108713,104395
5295,5295,107229,113187
5296,5296,110771,98206
5297,5297,91696,109337
5298,5298,104959,108548
5299,5299,120080,130262
5300,5300,119095,105224
5301,5301,107626,121155
5302,5302,100870,105466
5303,5303,85964,116128
5304,5304,94958,101981
5305,5305,112777,131599
5306,5306,120682,112525
5307,5307,108333,122809
5308,5308,132268,98778
5309,5309,104958,91499
5310,5310,124637,118125
5311,5311,100514,96272
5312,5312,106830,97231
5313,5313,83387,111591
5314,5314,104488,137534
5315,5315,96581,102041
5316,5316,103895,114467
5317,5317,89290,105917
5318,5318,114090,119531
5319,5319,112801,106567
5320,5320,98089,115083
5321,5321,95058,98601
5322,5322,90404,101849
5323,5323,115616,116793
5324,5324,106471,106192
5325,5325,110186,99683
5326,5326,102864,107754
5327,5327,124589,117832
5328,5328,104417,119665
5329,5329,103992,113594
5330,5330,103261,92856
5331,5331,90200,120807
5332,5332,101176,106533
5333,5333,114294,115157
5334,5334,88291,113369
5335,5335,107878,85197
5336,5336,114523,107655
5337,5337,113958,112189
5338,5338,100318,105065
5339,5339,109906,103952
5340,5340,110472,115533
5341,5341,119200,97091
5342,5342,121171,95098
5343,5343,115740,92577
5344,5344,106998,101033
5345,5345,114113,118052
5346,5346,109251,116342
5347,5347,120883,117818
5348,5348,96098,95637
5349,5349,107802,114205
5350,5350,114068,95903
5351,5351,105123,122604
5352,5352,117422,114311
5353,5353,113169,116852
5354,5354,106896,124580
5355,5355,124512,76660
5356,5356,133673,103942
5357,5357,111994,89773
5358,5358,105648,121238
5359,5359,117895,116990
5360,5360,117689,120363
5361,5361,108690,102485
5362,5362,81213,91576
5363,5363,93167,82013
5364,5364,121409,106497
5365,5365,97948,120103
5366,5366,88691,95945
5367,5367,106858,110273
5368,5368,79931,130802
5369,5369,87944,120858
5370,5370,102831,113043
5371,5371,120260,120874
5372,5372,107145,95906
5373,5373,131980,73415
5374,5374,92291,109701
5375,5375,98143,98508
5376,5376,134495,137602
5377,5377,94649,110890
5378,5378,122104,109938
5379,5379,101587,93617
5380,5380,73770,120551
5381,5381,83024,96880
5382,5382,99254,118894
5383,5383,85698,135890
5384,5384,110030,106007
5385,5385,117597,114924
5386,5386,88273,82358
5387,5387,92835,100735
5388,5388,99951,107112
5389,5389,105515,111524
5390,5390,98200,107179
5391,5391,104439,101828
5392,5392,100388,104700
5393,5393,101206,115365
5394,5394,120049,98260
5395,5395,120788,101642
5396,5396,84227,92242
5397,5397,93445,137108
5398,5398,96620,144523
5399,5399,99867,92360
5400,5400,89783,114765
5401,5401,117630,121354
5402,5402,101924,117083
5403,5403,118141,123847
5404,5404,115947,108586
5405,5405,104571,97151
5406,5406,94331,90760
5407,5407,88848,92481
5408,5408,108725,98390
5409,5409,125303,112052
5410,5410,104411,104063
5411,5411,126654,85118
5412,5412,96541,130005
5413,5413,103240,124227
5414,5414,109681,104762
5415,5415,99096,93817
5416,5416,105866,133831
5417,5417,107367,100739
5418,5418,90012,104393
5419,5419,99286,115632
5420,5420,103352,105166
5421,5421,119212,96300
5422,5422,95817,126126
5423,5423,116837,103012
5424,5424,82217,112649
5425,5425,90115,90520
5426,5426,89072,139832
5427,5427,118973,85359
5428,5428,112931,102118
5429,5429,115851,109258
5430,5430,129845,121309
5431,5431,123615,114690
5432,5432,96806,107970
5433,5433,108213,120262
5434,5434,100735,102434
5435,5435,101401,113495
5436,5436,120161,106551
5437,5437,95561,116135
5438,5438,101988,79416
5439,5439,98696,89846
5440,5440,99425,96598
5441,5441,102203,129002
5442,5442,101329,79922
5443,5443,87939,98013
5444,5444,97522,118243
5445,5445,120585,101612
5446,5446,113578,100106
5447,5447,100441,92342
5448,5448,111817,97391
5449,5449,105909,127773
5450,5450,115104,116543
5451,5451,110231,107069
5452,5452,107358,124530
5453,5453,107291,104761
5454,5454,126795,110963
5455,5455,110722,113776
5456,5456,106904,118620
5457,5457,121453,100731
5458,5458,115641,108689
5459,5459,94971,90920
5460,5460,89801,105096
5461,5461,110618,88668
5462,5462,105431,116974
5463,5463,99286,112471
5464,5464,101871,94970
5465,5465,108106,101681
5466,5466,94060,99394
5467,5467,97972,120418
5468,5468,93961,98745
5469,5469,75394,118537
5470,5470,117609,99034
5471,5471,96176,115674
5472,5472,108563,126327
5473,5473,108443,98419
5474,5474,95947,106593
5475,5475,109817,91372
5476,5476,105528,104737
5477,5477,103996,110762
5478,5478,94726,91164
5479,5479,116393,107932
5480,5480,106518,108334
5481,5481,99355,105350
5482,5482,93873,103408
5483,5483,104332,114630
5484,5484,87375,108681
5485,5485,111325,112907
5486,5486,102792,127738
5487,5487,94878,104674
5488,5488,96144,113607
5489,5489,104059,114239
5490,5490,95184,104089
5491,5491,107871,103992
5492,5492,92724,103430
5493,5493,101371,98451
5494,5494,87388,121287
5495,5495,112877,153476
5496,5496,101304,127066
5497,5497,98066,110245
5498,5498,90881,109912
5499,5499,96052,87998
5500,5500,84079,120270
5501,5501,100105,101901
5502,5502,90511,107493
5503,5503,113859,102506
5504,5504,96682,102971
5505,5505,136118,140821
5506,5506,105034,92931
5507,5507,103447,116990
5508,5508,116722,90077
5509,5509,108436,92579
5510,5510,95610,89967
5511,5511,97960,101013
5512,5512,107909,106682
5513,5513,98034,102173
5514,5514,102226,125335
5515,5515,85612,89546
5516,5516,108533,94134
5517,5517,95844,104176
5518,5518,106169,96048
5519,5519,117808,109659
5520,5520,90834,98093
5521,5521,117782,100779
5522,5522,99048,90767
5523,5523,111547,142467
5524,5524,98595,100433
5525,5525,98280,93415
5526,5526,119678,122954
5527,5527,90974,90470
5528,5528,85347,94417
5529,5529,109848,99626
5530,5530,114916,85447
5531,5531,86137,101162
5532,5532,112807,101583
5533,5533,104404,106009
5534,5534,93172,111551
5535,5535,108204,107854
5536,5536,96437,114359
5537,5537,107649,134770
5538,5538,122953,93544
5539,5539,106284,92352
5540,5540,88612,113795
5541,5541,96502,116644
5542,5542,97933,90803
5543,5543,118101,90559
5544,5544,113501,90255
5545,5545,117375,136457
5546,5546,107292,106001
5547,5547,100194,119034
5548,5548,130088,90876
5549,5549,97733,115570
5550,5550,106660,108021
5551,5551,110201,118568
5552,5552,103681,114316
5553,5553,90954,86946
5554,5554,100681,87053
5555,5555,118722,107801
5556,5556,96905,112706
5557,5557,122864,118971
5558,5558,110977,106572
5559,5559,110343,89927
5560,5560,103721,105350
5561,5561,122090,96423
5562,5562,101073,123634
5563,5563,91795,121047
5564,5564,91979,106310
5565,5565,99700,101571
5566,5566,96350,100301
5567,5567,119305,130296
5568,5568,116957,100035
5569,5569,103524,86146
5570,5570,113496,117979
5571,5571,100106,112426
5572,5572,104737,109717
5573,5573,93532,102528
5574,5574,94845,88932
5575,5575,123488,85408
5576,5576,92479,121540
5577,5577,100378,119708
5578,5578,133519,105033
5579,5579,121613,129566
5580,5580,83644,118181
5581,5581,87735,121655
5582,5582,111986,106918
5583,5583,121092,101377
5584,5584,116403,97851
5585,5585,119857,91561
5586,5586,137831,92106
5587,5587,103265,124375
5588,5588,97445,89040
5589,5589,98930,102285
5590,5590,110749,109244
5591,5591,109553,92220
5592,5592,98699,90632
5593,5593,106199,115860
5594,5594,95230,100578
5595,5595,115424,114241
5596,5596,95323,103997
5597,5597,109809,112644
5598,5598,108311,112640
5599,5599,94810,109303
5600,5600,95515,107088
5601,5601,117121,111376
5602,5602,94001,101716
5603,5603,113765,119621
5604,5604,94446,111099
5605,5605,97237,116791
5606,5606,105072,91940
5607,5607,109617,111900
5608,5608,95057,108867
5609,5609,91867,112423
5610,5610,128949,114163
5611,5611,115084,106144
5612,5612,116930,114331
5613,5613,89283,103832
5614,5614,119586,103869
5615,5615,99457,124040
5616,5616,97888,102747
5617,5617,93977,102839
5618,5618,97805,112103
5619,5619,89605,94317
5620,5620,139966,117773
5621,5621,105646,113128
5622,5622,106853,101368
5623,5623,110019,101083
5624,5624,126746,114290
5625,5625,93515,98883
5626,5626,128459,99887
5627,5627,102906,110972
5628,5628,96071,94481
5629,5629,104762,125671
5630,5630,107829,106456
5631,5631,107888,92132
5632,5632,121503,118375
5633,5633,92502,120571
5634,5634,116555,131998
5635,5635,88890,104844
5636,5636,101330,111076
5637,5637,126425,88799
5638,5638,109287,101379
5639,5639,101734,91489
5640,5640,125572,115811
5641,5641,100332,109303
5642,5642,94133,124819
5643,5643,125240,104018
5644,5644,119613,97616
5645,5645,136469,124152
5646,5646,108838,131919
5647,5647,102430,120402
5648,5648,113923,116191
5649,5649,91204,136357
5650,5650,89149,91681
5651,5651,114792,125908
5652,5652,116328,98240
5653,5653,105243,121504
5654,5654,106473,88342
5655,5655,80960,101926
5656,5656,106851,119074
5657,5657,106164,93127
5658,5658,95648,102701
5659,5659,110176,108103
5660,5660,108210,109694
5661,5661,133841,116163
5662,5662,122922,88730
5663,5663,89709,110870
5664,5664,111022,104237
5665,5665,98533,96711
5666,5666,97288,102004
5667,5667,86453,94356
5668,5668,102328,110829
5669,5669,103631,93236
5670,5670,113555,86358
5671,5671,101851,111268
5672,5672,99551,93082
5673,5673,101047,108041
5674,5674,111665,104805
5675,5675,106461,93842
5676,5676,109549,117719
5677,5677,98127,141264
5678,5678,129661,105706
5679,5679,93961,93355
5680,5680,115198,98076
5681,5681,107301,146914
5682,5682,109700,99279
5683,5683,100851,119026
5684,5684,108709,107968
5685,5685,96524,113083
5686,5686,121050,106680
5687,5687,92932,99763
5688,5688,101337,157067
5689,5689,91999,99775
5690,5690,87993,92156
5691,5691,106174,103105
5692,5692,93716,93553
5693,5693,131580,115903
5694,5694,112980,100640
5695,5695,124707,105918
5696,5696,94542,94220
5697,5697,100730,109481
5698,5698,77975,92553
5699,5699,105252,104441
5700,5700,106996,94217
5701,5701,116206,106219
5702,5702,118508,94416
5703,5703,94706,108571
5704,5704,96056,99137
5705,5705,97712,110887
5706,5706,103595,122415
5707,5707,92272,95904
5708,5708,102790,136888
5709,5709,98266,105121
5710,5710,99170,118900
5711,5711,130774,93984
5712,5712,93799,100538
5713,5713,95463,106773
5714,5714,116529,100824
5715,5715,111690,122019
5716,5716,87534,144466
5717,5717,101505,106461
5718,5718,110947,133132
5719,5719,106923,112411
5720,5720,140012,105853
5721,5721,107756,129285
5722,5722,105068,101070
5723,5723,105652,127536
5724,5724,139496,132341
5725,5725,87396,120632
5726,5726,117555,96901
5727,5727,104542,110660
5728,5728,88932,98828
5729,5729,118381,100258
5730,5730,101194,114481
5731,5731,94237,120071
5732,5732,102357,92580
5733,5733,112498,108632
5734,5734,120457,94218
5735,5735,103872,108124
5736,5736,124065,105490
5737,5737,90382,106853
5738,5738,90771,100842
5739,5739,120361,111122
5740,5740,108162,114548
5741,5741,116051,106188
5742,5742,111910,108871
5743,5743,103835,125518
5744,5744,121834,101234
5745,5745,85158,99472
5746,5746,107336,134238
5747,5747,116335,113984
5748,5748,108365,114892
5749,5749,104926,102677
5750,5750,105653,131064
5751,5751,106733,101096
5752,5752,94960,104516
5753,5753,116898,101989
5754,5754,98598,116730
5755,5755,81056,102436
5756,5756,115387,92657
5757,5757,96202,100531
5758,5758,100080,97517
5759,5759,109535,95754
5760,5760,98867,108136
5761,5761,101019,88688
5762,5762,100543,124698
5763,5763,110642,103223
5764,5764,112041,106894
5765,5765,107292,124622
5766,5766,110530,93427
5767,5767,112849,108551
5768,5768,120285,91143
5769,5769,117128,99378
5770,5770,100018,99831
5771,5771,95763,132116
5772,5772,109848,107003
5773,5773,99857,115858
5774,5774,114132,81515
5775,5775,110774,105517
5776,5776,101038,98330
5777,5777,100694,99656
5778,5778,95742,99684
5779,5779,96574,102480
5780,5780,112583,102654
5781,5781,120190,129119
5782,5782,96545,106241
5783,5783,103138,114030
5784,5784,114613,98315
5785,5785,115159,98241
5786,5786,115924,77654
5787,5787,104214,104924
5788,5788,149905,107076
5789,5789,117741,108731
5790,5790,121133,128071
5791,5791,106364,114246
5792,5792,112846,114191
5793,5793,116681,119336
5794,5794,100440,122258
5795,5795,85700,91039
5796,5796,106881,119403
5797,5797,113011,119353
5798,5798,127411,123973
5799,5799,93553,116079
5800,5800,105179,107386
5801,5801,113345,93131
5802,5802,102656,98127
5803,5803,113602,89703
5804,5804,94497,92084
5805,5805,99995,108973
5806,5806,79302,116163
5807,5807,115404,100484
5808,5808,107271,94219
5809,5809,122458,107535
5810,5810,107187,101959
5811,5811,101420,98416
5812,5812,94660,102791
5813,5813,114255,112258
5814,5814,109997,92739
5815,5815,108727,130083
5816,5816,113006,114734
5817,5817,104959,92140
5818,5818,112779,114692
5819,5819,91213,99118
5820,5820,94621,94833
5821,5821,110269,112877
5822,5822,109333,108095
5823,5823,129129,88850
5824,5824,101697,97065
5825,5825,121805,92065
5826,5826,102603,108056
5827,5827,77076,106827
5828,5828,91916,96347
5829,5829,120396,105333
5830,5830,91511,114089
5831,5831,131703,98300
5832,5832,92375,116774
5833,5833,123799,96969
5834,5834,102415,109095
5835,5835,131224,108118
5836,5836,98416,111923
5837,5837,88642,115530
5838,5838,85961,101462
5839,5839,89760,113046
