,mid,xp_radiant,xp_dire
12948,12948,83663,89437
12949,12949,68909,71780
12950,12950,75078,83422
12951,12951,75471,80552
12952,12952,78338,70810
12953,12953,84621,77117
12954,12954,79236,88256
12955,12955,76392,67145
12956,12956,78399,73964
12957,12957,79877,78082
12958,12958,70981,87839
12959,12959,78811,76945
12960,12960,64527,85501
12961,12961,81843,75962
12962,12962,81096,80872
12963,12963,78352,69919
12964,12964,81826,81589
12965,12965,95713,75967
12966,12966,63267,69543
12967,12967,75995,76605
12968,12968,81906,68726
12969,12969,88766,72936
12970,12970,90863,87725
12971,12971,76010,76265
12972,12972,84244,71551
12973,12973,78984,81083
12974,12974,65696,87517
12975,12975,79033,78498
12976,12976,81307,71557
12977,12977,73043,78134
12978,12978,88869,76129
12979,12979,83386,76040
12980,12980,76290,67905
12981,12981,81740,71689
12982,12982,67326,83676
12983,12983,69705,73863
12984,12984,79998,84318
12985,12985,66207,84091
12986,12986,76017,85661
12987,12987,79438,82305
12988,12988,87472,91206
12989,12989,73228,87261
12990,12990,78612,81416
12991,12991,91127,80692
12992,12992,77407,79606
12993,12993,74695,88522
12994,12994,89463,79378
12995,12995,81474,76402
12996,12996,79398,86386
12997,12997,83320,66774
12998,12998,66940,77906
12999,12999,81279,76103
13000,13000,88651,88933
13001,13001,65354,79027
13002,13002,72439,78902
13003,13003,78846,67223
13004,13004,83199,88977
13005,13005,78553,78162
13006,13006,66434,76036
13007,13007,72712,67339
13008,13008,74200,78624
13009,13009,41846,82562
13010,13010,76220,68178
13011,13011,83728,71120
13012,13012,83647,66894
13013,13013,71469,78514
13014,13014,68392,81755
13015,13015,71213,85751
13016,13016,85230,30215
13017,13017,73701,83237
13018,13018,81780,84079
13019,13019,78048,78982
13020,13020,69668,72536
13021,13021,81178,73127
13022,13022,73399,78771
13023,13023,82176,80732
13024,13024,70312,75602
13025,13025,75030,78036
13026,13026,96148,87403
13027,13027,66484,77921
13028,13028,70037,79598
13029,13029,83256,81322
13030,13030,78341,72562
13031,13031,70895,72590
13032,13032,88896,94518
13033,13033,67480,81156
13034,13034,77366,68421
13035,13035,78871,68255
13036,13036,71328,79042
13037,13037,71427,74958
13038,13038,80896,74877
13039,13039,62791,74832
13040,13040,78824,96344
13041,13041,84349,74876
13042,13042,81517,79045
13043,13043,85921,76201
13044,13044,97579,78221
13045,13045,78327,87764
13046,13046,75287,76748
13047,13047,84116,75990
13048,13048,83788,80711
13049,13049,83821,81189
13050,13050,80121,82144
13051,13051,87234,79648
13052,13052,84396,77209
13053,13053,83783,68082
13054,13054,75323,67749
13055,13055,76016,74099
13056,13056,83311,86548
13057,13057,74292,86922
13058,13058,72275,87078
13059,13059,88234,91204
13060,13060,71819,74460
13061,13061,85828,73659
13062,13062,68406,77566
13063,13063,75508,78200
13064,13064,81509,78040
13065,13065,68501,77937
13066,13066,81621,74706
13067,13067,82960,84739
13068,13068,79273,84871
13069,13069,83552,41057
13070,13070,74881,79648
13071,13071,90677,62500
13072,13072,81516,76496
13073,13073,73607,78915
13074,13074,69696,74190
13075,13075,74521,72735
13076,13076,80245,77263
13077,13077,89964,77818
13078,13078,70248,67581
13079,13079,69665,80786
13080,13080,67116,76441
13081,13081,69519,79419
13082,13082,75109,76243
13083,13083,70056,75378
13084,13084,73235,67355
13085,13085,70414,78010
13086,13086,79448,82100
13087,13087,85956,79883
13088,13088,67431,87902
13089,13089,85290,79141
13090,13090,75399,67532
13091,13091,88845,75803
13092,13092,80028,81846
13093,13093,70844,81825
13094,13094,69694,76719
13095,13095,81080,75540
13096,13096,94155,89732
13097,13097,78823,88998
13098,13098,73655,69549
13099,13099,76369,74185
13100,13100,59091,93608
13101,13101,83658,75928
13102,13102,80673,70009
13103,13103,81328,79674
13104,13104,68473,78883
13105,13105,78535,83999
13106,13106,76035,83246
13107,13107,78068,72823
13108,13108,93829,83534
13109,13109,78353,88403
13110,13110,79728,85509
13111,13111,83035,71918
13112,13112,87449,68649
13113,13113,83476,71006
13114,13114,71843,74872
13115,13115,71449,73574
13116,13116,85213,66609
13117,13117,73251,81268
13118,13118,80025,74434
13119,13119,87904,87168
13120,13120,80660,71573
13121,13121,74898,84046
13122,13122,81851,68156
13123,13123,82395,75672
13124,13124,74244,78037
13125,13125,74875,77098
13126,13126,74593,79943
13127,13127,76122,80181
13128,13128,90616,87326
13129,13129,72782,68033
13130,13130,90341,70369
13131,13131,80888,81088
13132,13132,65433,70126
13133,13133,74529,90306
13134,13134,71489,80014
13135,13135,76631,83242
13136,13136,83109,65616
13137,13137,77964,76748
13138,13138,86975,72219
13139,13139,74424,73496
13140,13140,83750,68876
13141,13141,90397,71270
13142,13142,74872,72113
13143,13143,73876,66693
13144,13144,89198,78567
13145,13145,90895,72791
13146,13146,81081,73423
13147,13147,75255,70638
13148,13148,62876,88872
13149,13149,82544,84348
13150,13150,70682,77580
13151,13151,72678,70311
13152,13152,83364,75862
13153,13153,76293,87185
13154,13154,82522,86391
13155,13155,70228,78478
13156,13156,93228,70334
13157,13157,80914,85779
13158,13158,83507,85350
13159,13159,65288,79121
13160,13160,83244,84347
13161,13161,80142,89197
13162,13162,65191,86505
13163,13163,72999,79430
13164,13164,78193,76060
13165,13165,73056,74392
13166,13166,75833,74412
13167,13167,82492,72301
13168,13168,80345,76428
13169,13169,88743,63890
13170,13170,75839,86733
13171,13171,72542,71677
13172,13172,80048,70610
13173,13173,64500,79432
13174,13174,72677,74657
13175,13175,70695,80468
13176,13176,62359,70441
13177,13177,68878,80562
13178,13178,90682,83864
13179,13179,91289,91435
13180,13180,78097,79577
13181,13181,84101,73928
13182,13182,78120,72404
13183,13183,99147,77517
13184,13184,70618,73014
13185,13185,68541,77540
13186,13186,78776,87442
13187,13187,104332,90913
13188,13188,77296,72762
13189,13189,77568,72408
13190,13190,81740,73474
13191,13191,63889,79332
13192,13192,70404,73922
13193,13193,82648,64971
13194,13194,82471,86845
13195,13195,81365,85530
13196,13196,76982,83121
13197,13197,80612,73243
13198,13198,79196,77628
13199,13199,71603,79989
13200,13200,85357,82070
13201,13201,85366,87081
13202,13202,75895,88964
13203,13203,87786,64346
13204,13204,75896,75288
13205,13205,79681,82015
13206,13206,83085,79249
13207,13207,73352,81483
13208,13208,66184,77575
13209,13209,75896,86964
13210,13210,87878,69998
13211,13211,85428,70236
13212,13212,75935,73443
13213,13213,100677,87000
13214,13214,79908,89048
13215,13215,90485,93893
13216,13216,75331,73230
13217,13217,80335,72872
13218,13218,74225,82565
13219,13219,86842,81121
13220,13220,76625,85478
13221,13221,79472,79502
13222,13222,82683,68236
13223,13223,81149,71329
13224,13224,74064,82284
13225,13225,71012,69236
13226,13226,85414,78565
13227,13227,73125,87832
13228,13228,72474,80398
13229,13229,80854,87131
13230,13230,68690,87294
13231,13231,77398,77742
13232,13232,62202,74357
13233,13233,78838,74214
13234,13234,78410,88386
13235,13235,82115,74892
13236,13236,67673,82036
13237,13237,84106,80274
13238,13238,77415,67702
13239,13239,78618,74261
13240,13240,73146,85200
13241,13241,66175,82156
13242,13242,88120,55674
13243,13243,79062,72641
13244,13244,67399,101658
13245,13245,76812,72862
13246,13246,85848,74297
13247,13247,80969,96648
13248,13248,83446,80205
13249,13249,79891,72381
13250,13250,77942,97806
13251,13251,69536,79032
13252,13252,73886,79178
13253,13253,72923,75723
13254,13254,83449,78837
13255,13255,69439,78418
13256,13256,75117,86593
13257,13257,72844,67404
13258,13258,81950,78870
13259,13259,79370,84545
13260,13260,72160,64383
13261,13261,72789,75754
13262,13262,89576,63746
13263,13263,69440,86155
13264,13264,83833,77864
13265,13265,78949,87734
13266,13266,80414,83653
13267,13267,75958,84559
13268,13268,69136,70755
13269,13269,85185,78084
13270,13270,81722,74238
13271,13271,95762,64000
13272,13272,72974,86527
13273,13273,90240,80912
13274,13274,63578,72843
13275,13275,76104,75885
13276,13276,84976,80840
13277,13277,75812,78002
13278,13278,76483,74995
13279,13279,78010,75325
13280,13280,76228,80774
13281,13281,80827,82593
13282,13282,73837,73066
13283,13283,80007,72994
13284,13284,79782,67458
13285,13285,71579,75595
13286,13286,86216,84647
13287,13287,81464,88107
13288,13288,73242,80147
13289,13289,84942,66698
13290,13290,78355,75929
13291,13291,79824,77903
13292,13292,82482,79298
13293,13293,93430,80955
13294,13294,76860,88273
13295,13295,83664,80085
13296,13296,73962,69034
13297,13297,72782,73613
13298,13298,75255,77476
13299,13299,61143,70282
13300,13300,83188,73151
13301,13301,79263,64355
13302,13302,78282,71289
13303,13303,70336,74845
13304,13304,82310,70715
13305,13305,77972,61729
13306,13306,78090,83345
13307,13307,68001,80612
13308,13308,75768,81198
13309,13309,88236,83880
13310,13310,68381,74273
13311,13311,78142,77378
13312,13312,86848,92022
13313,13313,88840,70638
13314,13314,69874,76976
13315,13315,75061,73201
13316,13316,68200,77531
13317,13317,74741,78731
13318,13318,82612,78964
13319,13319,66922,90647
13320,13320,68453,67524
13321,13321,80979,77977
13322,13322,76800,98419
13323,13323,78424,80841
13324,13324,77460,83578
13325,13325,82775,84548
13326,13326,89322,82747
13327,13327,78896,86848
13328,13328,80225,76107
13329,13329,76173,82155
13330,13330,78082,88893
13331,13331,84543,75140
13332,13332,72832,80194
13333,13333,73349,69857
13334,13334,81881,70879
13335,13335,86972,67816
13336,13336,74489,74318
13337,13337,89443,81057
13338,13338,72456,76432
13339,13339,75869,64233
13340,13340,84206,74279
13341,13341,75873,67502
13342,13342,79928,71815
13343,13343,90630,71846
13344,13344,68221,73302
13345,13345,82351,81134
13346,13346,68932,90370
13347,13347,72695,71722
13348,13348,75307,83956
13349,13349,81110,70922
13350,13350,77668,80011
13351,13351,70388,70238
13352,13352,86596,76279
13353,13353,91079,82672
13354,13354,80233,68390
13355,13355,86774,88684
13356,13356,69187,75938
13357,13357,75549,75133
13358,13358,77785,72145
13359,13359,95061,63721
13360,13360,68175,75141
13361,13361,91051,70126
13362,13362,63885,78295
13363,13363,75267,86431
13364,13364,77970,75621
13365,13365,79080,74212
13366,13366,75035,81068
13367,13367,77864,75417
13368,13368,69148,76771
13369,13369,76394,75696
13370,13370,85716,85105
13371,13371,78630,68282
13372,13372,84487,77002
13373,13373,81602,70311
13374,13374,81213,61872
13375,13375,75355,69638
13376,13376,81931,69890
13377,13377,77497,90650
13378,13378,74722,85817
13379,13379,84710,79183
13380,13380,82563,66540
13381,13381,75340,96836
13382,13382,85897,79875
13383,13383,77699,79882
13384,13384,90235,83515
13385,13385,73917,77385
13386,13386,85936,68511
13387,13387,79474,80966
13388,13388,80519,82403
13389,13389,80191,75137
13390,13390,80301,76392
13391,13391,74255,84064
13392,13392,64120,78296
13393,13393,77492,77936
13394,13394,72513,85075
13395,13395,69193,84769
13396,13396,65634,90012
13397,13397,80064,76908
13398,13398,81281,81904
13399,13399,69384,84530
13400,13400,80025,64217
13401,13401,86969,82758
13402,13402,83908,77045
13403,13403,89829,90100
13404,13404,79720,70565
13405,13405,89201,81140
13406,13406,77619,75644
13407,13407,77710,84803
13408,13408,75336,76592
13409,13409,74158,86366
13410,13410,85456,71210
13411,13411,82893,74137
13412,13412,69784,86228
13413,13413,78237,76609
13414,13414,80434,72442
13415,13415,80311,83135
13416,13416,68091,72615
13417,13417,70711,82792
13418,13418,59317,65631
13419,13419,93799,72951
13420,13420,84589,81566
13421,13421,71254,81877
13422,13422,81244,76229
13423,13423,74108,63420
13424,13424,90882,70545
13425,13425,102791,72235
13426,13426,69414,78745
13427,13427,77474,89202
13428,13428,74526,68649
13429,13429,67393,88419
13430,13430,87388,79256
13431,13431,77943,88462
13432,13432,76705,78309
13433,13433,92433,89169
13434,13434,76223,76930
13435,13435,70050,71888
13436,13436,72685,72951
13437,13437,71844,76396
13438,13438,82456,91210
13439,13439,78993,69228
13440,13440,78769,68937
13441,13441,75894,76421
13442,13442,78130,78105
13443,13443,69726,76414
13444,13444,59239,76438
13445,13445,75028,68556
13446,13446,70080,77582
13447,13447,79295,100328
13448,13448,71185,82991
13449,13449,76748,64422
13450,13450,71778,79157
13451,13451,83092,72838
13452,13452,77398,74455
13453,13453,81384,83522
13454,13454,71547,71120
13455,13455,82771,76413
13456,13456,81228,75920
13457,13457,71015,75847
13458,13458,76461,76779
13459,13459,89432,91899
13460,13460,76969,75624
13461,13461,77356,67273
13462,13462,67039,89677
13463,13463,89659,73128
13464,13464,78345,76165
13465,13465,82566,86347
13466,13466,82166,69024
13467,13467,72340,70011
13468,13468,89204,78219
13469,13469,79534,68038
13470,13470,85618,97246
13471,13471,72681,73087
13472,13472,83070,78316
13473,13473,79858,69957
13474,13474,80915,89777
13475,13475,90893,73185
13476,13476,84949,81776
13477,13477,86738,72229
13478,13478,81216,70222
13479,13479,75164,78426
13480,13480,93988,88123
13481,13481,72719,84005
13482,13482,78416,82423
13483,13483,79142,70885
13484,13484,73897,87238
13485,13485,91640,82858
13486,13486,72100,72840
13487,13487,75815,79355
13488,13488,72494,78166
13489,13489,76529,88601
13490,13490,70296,78594
13491,13491,89365,78169
13492,13492,71708,84273
13493,13493,72666,88502
13494,13494,83139,74436
13495,13495,82899,56754
13496,13496,87400,89514
13497,13497,89738,69704
13498,13498,83944,82228
13499,13499,76696,72453
13500,13500,85752,76828
13501,13501,70245,84719
13502,13502,77265,84008
13503,13503,88742,80432
13504,13504,72042,80778
13505,13505,75128,90693
13506,13506,75137,86230
13507,13507,80303,73609
13508,13508,66432,86341
13509,13509,66096,74385
13510,13510,66897,73370
13511,13511,78172,87802
13512,13512,81455,75011
13513,13513,75516,76026
13514,13514,83452,70868
13515,13515,74411,80982
13516,13516,72559,80058
13517,13517,62140,84338
13518,13518,79931,79162
13519,13519,75238,77197
13520,13520,88927,84947
13521,13521,73397,74589
13522,13522,74828,92329
13523,13523,79930,81399
13524,13524,83407,77730
13525,13525,75914,69500
13526,13526,69559,81023
13527,13527,82380,64751
13528,13528,74153,73029
13529,13529,91334,66419
13530,13530,64662,84742
13531,13531,77865,84722
13532,13532,72918,71872
13533,13533,81574,73840
13534,13534,80972,70640
13535,13535,77803,78301
13536,13536,76123,82397
13537,13537,83861,81386
13538,13538,77376,79813
13539,13539,83136,82359
13540,13540,64787,64012
13541,13541,75510,86988
13542,13542,77318,69526
13543,13543,83608,77457
13544,13544,77085,74176
13545,13545,80792,68396
13546,13546,74369,79188
13547,13547,78964,79661
13548,13548,62785,73346
13549,13549,91742,88362
13550,13550,78984,89671
13551,13551,70955,79054
13552,13552,78271,79675
13553,13553,72322,84739
13554,13554,73199,79308
13555,13555,76209,74359
13556,13556,72117,67619
13557,13557,80020,75385
13558,13558,81380,86479
13559,13559,97567,93837
13560,13560,87842,83050
13561,13561,80033,79064
13562,13562,79878,73737
13563,13563,80895,83573
13564,13564,78155,72135
13565,13565,71866,76854
13566,13566,88172,73892
13567,13567,98207,77805
13568,13568,76742,79404
13569,13569,78617,74938
13570,13570,73770,71514
13571,13571,69789,84884
13572,13572,80811,74139
13573,13573,79556,76269
13574,13574,79545,104966
13575,13575,69762,82301
13576,13576,82348,72218
13577,13577,85268,76143
13578,13578,85039,74451
13579,13579,69749,78721
13580,13580,91408,79207
13581,13581,63571,78342
13582,13582,71863,87820
13583,13583,69733,87706
13584,13584,83245,68663
13585,13585,77431,79889
13586,13586,74284,82568
13587,13587,77547,73472
13588,13588,74502,81597
13589,13589,71832,83857
13590,13590,90455,76008
13591,13591,75507,75545
13592,13592,73397,88331
13593,13593,66116,87781
13594,13594,82310,68110
13595,13595,83774,85886
13596,13596,76851,71861
13597,13597,67587,90588
13598,13598,73379,70901
13599,13599,60324,80692
13600,13600,53953,64165
13601,13601,74632,76986
13602,13602,78449,87660
13603,13603,72592,69579
13604,13604,92190,91817
13605,13605,65253,79194
13606,13606,77361,95484
13607,13607,71046,77884
13608,13608,79284,79753
13609,13609,87208,91132
13610,13610,83835,69500
13611,13611,65841,82447
13612,13612,71459,81733
13613,13613,79609,72616
13614,13614,96955,84696
13615,13615,70075,83585
13616,13616,78266,80483
13617,13617,82824,77134
13618,13618,66183,73105
13619,13619,80109,81219
13620,13620,82606,81245
13621,13621,82320,82565
13622,13622,84546,78277
13623,13623,84795,82372
13624,13624,93759,54681
13625,13625,76301,76695
13626,13626,73203,77393
13627,13627,71575,76580
13628,13628,79692,79279
13629,13629,78723,79810
13630,13630,67858,81985
13631,13631,75728,78321
13632,13632,71207,74063
13633,13633,80525,98938
13634,13634,73969,71948
13635,13635,71586,73826
13636,13636,77079,77196
13637,13637,70377,76895
13638,13638,74018,68301
13639,13639,80450,82384
13640,13640,74651,83678
13641,13641,86866,76426
13642,13642,77076,77285
13643,13643,74351,79121
13644,13644,92890,76981
13645,13645,72647,72930
13646,13646,72555,71518
13647,13647,66322,75676
13648,13648,78397,71646
13649,13649,91991,83342
13650,13650,69320,88545
13651,13651,64741,81581
13652,13652,72282,70559
13653,13653,76626,69730
13654,13654,68250,81289
13655,13655,75546,81590
13656,13656,81514,90318
13657,13657,65514,85723
13658,13658,69855,85634
13659,13659,71480,76693
13660,13660,84339,74886
13661,13661,73991,76759
13662,13662,78136,71825
13663,13663,80024,80262
13664,13664,66024,77809
13665,13665,79253,79610
13666,13666,91726,70895
13667,13667,69451,79235
13668,13668,71992,78237
13669,13669,71589,80663
13670,13670,74640,81742
13671,13671,86592,86042
13672,13672,85138,75810
13673,13673,68623,78733
13674,13674,77513,78183
13675,13675,68458,95508
13676,13676,72262,79508
13677,13677,89031,100266
13678,13678,78316,74489
13679,13679,77620,75713
13680,13680,84538,64130
13681,13681,67953,74430
13682,13682,77524,71366
13683,13683,81216,72368
13684,13684,83661,80441
13685,13685,74231,83367
13686,13686,68676,74324
13687,13687,79684,71499
13688,13688,71330,107170
13689,13689,61865,81551
13690,13690,78466,76049
13691,13691,80028,74021
13692,13692,83419,80185
13693,13693,78527,59423
13694,13694,82607,87849
13695,13695,73874,77940
13696,13696,87181,65754
13697,13697,83763,81201
13698,13698,85445,66718
13699,13699,80412,92093
13700,13700,72372,75976
13701,13701,84976,65598
13702,13702,87356,78347
13703,13703,75457,89753
13704,13704,71563,72894
13705,13705,55479,66685
13706,13706,76001,79412
13707,13707,82202,82805
13708,13708,83581,64980
13709,13709,83944,86980
13710,13710,71378,76403
13711,13711,64318,83311
13712,13712,91820,81543
13713,13713,74814,74867
13714,13714,64933,88011
13715,13715,84877,92790
13716,13716,75003,70645
13717,13717,72230,67899
13718,13718,80781,78302
13719,13719,78605,78806
13720,13720,72591,72931
13721,13721,71575,75091
13722,13722,83989,69337
13723,13723,85995,71085
13724,13724,81112,71940
13725,13725,71257,85169
13726,13726,78659,84008
13727,13727,78559,80776
13728,13728,79651,100107
13729,13729,72777,73077
13730,13730,70218,74257
13731,13731,59909,94624
13732,13732,74209,64835
13733,13733,76769,88549
13734,13734,92316,76241
13735,13735,82187,79521
13736,13736,61387,83757
13737,13737,81382,92646
13738,13738,72459,76587
13739,13739,81412,69076
13740,13740,77830,73945
13741,13741,73715,76246
13742,13742,75469,83473
13743,13743,57911,86859
13744,13744,81551,82285
13745,13745,61500,83717
13746,13746,77336,71614
13747,13747,79534,70241
13748,13748,71839,81398
13749,13749,72296,78080
13750,13750,74858,74741
13751,13751,79220,67821
13752,13752,80636,70286
13753,13753,73714,65606
13754,13754,80581,80765
13755,13755,74971,78981
13756,13756,83540,84742
13757,13757,81461,76702
13758,13758,66486,79900
13759,13759,91357,97507
13760,13760,80229,77872
13761,13761,85320,76364
13762,13762,76058,83932
13763,13763,73878,75079
13764,13764,71022,73948
13765,13765,78457,68233
13766,13766,91021,78343
13767,13767,65713,82126
13768,13768,80303,87767
13769,13769,96178,78394
13770,13770,70883,81411
13771,13771,59927,86844
13772,13772,76898,80315
13773,13773,85173,86455
13774,13774,80361,69788
13775,13775,71477,77890
13776,13776,76726,89903
13777,13777,81956,76005
13778,13778,79671,72097
13779,13779,70576,75735
13780,13780,83964,74897
13781,13781,70977,68254
13782,13782,74269,72518
13783,13783,79189,86347
13784,13784,79063,73733
13785,13785,76257,82908
13786,13786,77716,78618
13787,13787,81489,78913
13788,13788,79868,71847
13789,13789,71371,76493
13790,13790,74793,76339
13791,13791,73330,68319
13792,13792,67764,102062
13793,13793,66952,76452
13794,13794,77843,96607
13795,13795,75458,87715
13796,13796,77323,85542
13797,13797,72571,90281
13798,13798,79127,73252
13799,13799,89290,69593
13800,13800,94895,79430
13801,13801,73815,76219
13802,13802,69841,72911
13803,13803,81231,85849
13804,13804,75434,76198
13805,13805,82758,95097
13806,13806,71206,76368
13807,13807,73096,73524
13808,13808,85956,80871
13809,13809,74466,81854
13810,13810,81056,87413
13811,13811,91660,62397
13812,13812,75252,69897
13813,13813,72886,87030
13814,13814,94986,68764
13815,13815,72988,81478
13816,13816,80630,72497
13817,13817,53464,93184
13818,13818,81683,72875
13819,13819,85345,71521
13820,13820,78871,85476
13821,13821,79558,67683
13822,13822,58256,93855
13823,13823,77674,81914
13824,13824,81791,61007
13825,13825,67355,84480
13826,13826,74480,77403
13827,13827,80813,79121
13828,13828,92915,66046
13829,13829,69715,75098
13830,13830,75912,82801
13831,13831,91155,75568
13832,13832,85820,63971
13833,13833,91211,73970
13834,13834,85344,84954
13835,13835,86245,59866
13836,13836,83498,74237
13837,13837,86027,67981
13838,13838,80737,78663
13839,13839,85243,80209
13840,13840,90011,74193
13841,13841,76690,76750
13842,13842,68981,85110
13843,13843,84108,87607
13844,13844,82041,72517
13845,13845,82254,96535
13846,13846,75914,80201
13847,13847,66927,81754
13848,13848,82411,74368
13849,13849,74105,71740
13850,13850,88504,77055
13851,13851,85792,77051
13852,13852,79358,68645
13853,13853,77268,69612
13854,13854,70402,65715
13855,13855,76854,74846
13856,13856,63760,87951
13857,13857,85880,79541
13858,13858,73508,69608
13859,13859,76564,80117
13860,13860,79224,83749
13861,13861,78844,76341
13862,13862,84862,76609
13863,13863,83596,77311
13864,13864,59280,77564
13865,13865,77134,93553
13866,13866,84219,84690
13867,13867,89749,80638
13868,13868,76887,75851
13869,13869,74857,80752
13870,13870,64105,76009
13871,13871,80169,91881
13872,13872,101007,76275
13873,13873,86998,81068
13874,13874,73708,78588
13875,13875,87311,75059
13876,13876,78399,79515
13877,13877,91790,71611
13878,13878,87061,76327
13879,13879,80119,81333
13880,13880,70608,70216
13881,13881,68663,57156
13882,13882,73622,71870
13883,13883,77672,75335
13884,13884,70916,94418
13885,13885,80398,82134
13886,13886,69535,77296
13887,13887,77542,77037
13888,13888,64589,76699
13889,13889,72547,76165
13890,13890,88722,73774
13891,13891,73114,88414
13892,13892,77298,70175
13893,13893,76902,58403
13894,13894,72328,86978
13895,13895,83516,70327
13896,13896,71774,68244
13897,13897,74807,72341
13898,13898,64566,76830
13899,13899,76583,69205
13900,13900,78819,72847
13901,13901,93497,68005
13902,13902,75983,76674
13903,13903,84833,92826
13904,13904,73526,88248
13905,13905,76924,76622
13906,13906,70050,87321
13907,13907,77945,73230
13908,13908,77900,76512
13909,13909,86146,71499
13910,13910,75783,80224
13911,13911,72628,78961
13912,13912,81942,88077
13913,13913,86924,76052
13914,13914,80890,80051
13915,13915,71291,79764
13916,13916,64997,84342
13917,13917,71706,74635
13918,13918,86500,79174
13919,13919,80835,80550
13920,13920,89211,82687
13921,13921,81365,80266
13922,13922,81322,71552
13923,13923,89128,70296
13924,13924,78372,77650
13925,13925,81344,81829
13926,13926,83173,65266
13927,13927,83518,74343
13928,13928,73186,87547
13929,13929,84217,77410
13930,13930,72994,74426
13931,13931,57275,84434
13932,13932,84719,90170
13933,13933,74203,82426
13934,13934,59809,78865
13935,13935,77832,78141
13936,13936,73887,79066
13937,13937,83470,76322
13938,13938,73759,77206
13939,13939,75435,69441
13940,13940,75570,72500
13941,13941,87959,84952
13942,13942,72062,90425
13943,13943,75741,82158
13944,13944,76572,84893
13945,13945,76119,90252
13946,13946,77851,67447
13947,13947,71131,74981
13948,13948,77403,69716
13949,13949,80051,60834
13950,13950,77904,71760
13951,13951,69086,72656
13952,13952,87708,70749
13953,13953,87666,72456
13954,13954,88898,89780
13955,13955,71579,73062
13956,13956,92026,91562
13957,13957,68619,82615
13958,13958,67397,80437
13959,13959,93466,78337
13960,13960,73109,74697
13961,13961,78377,79219
13962,13962,74289,83007
13963,13963,84046,89017
13964,13964,82171,85629
13965,13965,70618,85926
13966,13966,67489,82401
13967,13967,79390,62583
13968,13968,74305,76957
13969,13969,70120,83074
13970,13970,70590,78182
13971,13971,86933,77420
13972,13972,73235,79624
13973,13973,80087,92481
13974,13974,80195,84088
13975,13975,85354,93415
13976,13976,71495,76155
13977,13977,71832,75319
13978,13978,72289,73789
13979,13979,89318,77271
13980,13980,87132,78230
13981,13981,89010,61255
13982,13982,83682,64332
13983,13983,80508,73644
13984,13984,66557,79305
13985,13985,91521,74451
13986,13986,90686,74445
13987,13987,81800,71772
13988,13988,69273,95018
13989,13989,81761,83972
13990,13990,85119,62052
13991,13991,60932,87743
13992,13992,75550,77054
13993,13993,59992,78401
13994,13994,86950,78059
13995,13995,85592,65922
13996,13996,70758,82525
13997,13997,72830,69462
13998,13998,73010,72587
13999,13999,69180,79950
14000,14000,79197,81478
14001,14001,95121,66592
14002,14002,89889,87673
14003,14003,73741,78494
14004,14004,61113,89551
14005,14005,73627,83390
14006,14006,83815,86193
14007,14007,77974,72881
14008,14008,86311,86249
14009,14009,87597,79713
14010,14010,77279,78807
14011,14011,75957,97899
14012,14012,85085,80738
14013,14013,76079,75195
14014,14014,85095,76633
14015,14015,80348,76134
14016,14016,84822,98974
14017,14017,72665,87585
14018,14018,82417,76418
14019,14019,71112,67527
14020,14020,81740,80475
14021,14021,71096,86072
14022,14022,85115,70805
14023,14023,79434,80004
14024,14024,77138,85019
14025,14025,71859,80496
14026,14026,81722,88672
14027,14027,79676,82128
14028,14028,97443,81899
14029,14029,85472,83575
14030,14030,77231,63651
14031,14031,80473,75351
14032,14032,74174,87347
14033,14033,70068,85652
14034,14034,80236,73631
14035,14035,73398,71931
14036,14036,68382,77518
14037,14037,71235,82024
14038,14038,74697,80266
14039,14039,80218,73118
14040,14040,82318,81361
14041,14041,82043,75432
14042,14042,75664,74096
14043,14043,73680,77841
14044,14044,68573,79069
14045,14045,87076,87527
14046,14046,77416,75874
14047,14047,85864,74828
14048,14048,58134,85157
14049,14049,73862,75142
14050,14050,83130,93255
14051,14051,68760,77140
14052,14052,81411,83601
14053,14053,75687,70545
14054,14054,74885,78912
14055,14055,88206,75138
14056,14056,81291,83737
14057,14057,93765,72148
14058,14058,80812,69155
14059,14059,78751,82022
14060,14060,89587,75280
14061,14061,84533,79920
14062,14062,75525,76817
14063,14063,68252,91405
14064,14064,78459,74688
14065,14065,69949,81702
14066,14066,76847,72570
14067,14067,84534,77490
14068,14068,78242,70025
14069,14069,84206,77983
14070,14070,85699,66886
14071,14071,75931,76495
14072,14072,88067,80266
14073,14073,82613,84252
14074,14074,76329,77856
14075,14075,87271,78143
14076,14076,66277,75379
14077,14077,69634,64507
14078,14078,75926,69096
14079,14079,71761,62534
14080,14080,72325,79504
14081,14081,68736,82902
14082,14082,84525,98530
14083,14083,77083,72136
14084,14084,80189,74753
14085,14085,81140,77841
14086,14086,76705,81167
14087,14087,88908,62758
14088,14088,72819,83211
14089,14089,80634,79572
14090,14090,78704,69896
14091,14091,64869,83819
14092,14092,76607,89461
14093,14093,69875,82212
14094,14094,75567,74135
14095,14095,81084,97252
14096,14096,76869,86023
14097,14097,73949,78605
14098,14098,89847,56110
14099,14099,81892,68918
14100,14100,89148,69782
14101,14101,72109,84155
14102,14102,77323,68773
14103,14103,68268,79747
14104,14104,69725,69715
14105,14105,73698,91965
14106,14106,84176,84105
14107,14107,75189,72819
14108,14108,71546,81538
14109,14109,92286,68966
14110,14110,77737,74887
14111,14111,77360,75257
14112,14112,68929,93472
