,mid,lh_radiant,lh_dire
15763,15763,669,635
15764,15764,696,804
15765,15765,688,895
15766,15766,521,720
15767,15767,754,828
15768,15768,690,583
15769,15769,690,713
15770,15770,604,683
15771,15771,670,678
15772,15772,690,624
15773,15773,528,696
15774,15774,373,759
15775,15775,537,515
15776,15776,839,944
15777,15777,829,800
15778,15778,880,648
15779,15779,502,834
15780,15780,643,922
15781,15781,819,1017
15782,15782,736,831
15783,15783,862,661
15784,15784,886,741
15785,15785,646,603
15786,15786,697,751
15787,15787,712,505
15788,15788,672,639
15789,15789,798,1026
15790,15790,467,306
15791,15791,642,809
15792,15792,491,458
15793,15793,646,973
15794,15794,808,909
15795,15795,751,723
15796,15796,611,654
15797,15797,669,788
15798,15798,695,755
15799,15799,772,525
15800,15800,563,1132
15801,15801,829,698
15802,15802,385,743
15803,15803,941,752
15804,15804,579,656
15805,15805,942,986
15806,15806,672,954
15807,15807,588,852
15808,15808,596,339
15809,15809,854,566
15810,15810,701,737
15811,15811,631,514
15812,15812,889,648
15813,15813,718,727
15814,15814,580,499
15815,15815,714,640
15816,15816,662,557
15817,15817,581,579
15818,15818,711,658
15819,15819,541,738
15820,15820,787,499
15821,15821,456,390
15822,15822,745,668
15823,15823,750,704
15824,15824,798,628
15825,15825,819,633
15826,15826,722,647
15827,15827,730,820
15828,15828,654,838
15829,15829,652,681
15830,15830,725,715
15831,15831,780,699
15832,15832,866,776
15833,15833,448,854
15834,15834,801,696
15835,15835,689,676
15836,15836,836,636
15837,15837,804,584
15838,15838,961,818
15839,15839,697,883
15840,15840,717,580
15841,15841,812,828
15842,15842,601,596
15843,15843,736,856
15844,15844,719,694
15845,15845,856,1041
15846,15846,748,663
15847,15847,1031,877
15848,15848,962,756
15849,15849,486,780
15850,15850,412,710
15851,15851,541,824
15852,15852,644,383
15853,15853,394,767
15854,15854,877,779
15855,15855,563,623
15856,15856,560,626
15857,15857,835,846
15858,15858,713,833
15859,15859,770,601
15860,15860,781,578
15861,15861,818,837
15862,15862,584,1168
15863,15863,572,763
15864,15864,716,716
15865,15865,749,718
15866,15866,891,950
15867,15867,458,488
15868,15868,682,801
15869,15869,783,800
15870,15870,819,784
15871,15871,716,733
15872,15872,621,474
15873,15873,877,909
15874,15874,824,736
15875,15875,746,459
15876,15876,578,574
15877,15877,754,730
15878,15878,723,598
15879,15879,778,737
15880,15880,725,700
15881,15881,571,505
15882,15882,592,879
15883,15883,1115,735
15884,15884,640,582
15885,15885,658,1056
15886,15886,834,715
15887,15887,622,906
15888,15888,958,901
15889,15889,772,783
15890,15890,514,815
15891,15891,594,744
15892,15892,771,781
15893,15893,761,528
15894,15894,799,753
15895,15895,790,563
15896,15896,940,856
15897,15897,878,714
15898,15898,808,738
15899,15899,607,762
15900,15900,741,667
15901,15901,637,664
15902,15902,815,682
15903,15903,654,412
15904,15904,801,687
15905,15905,658,750
15906,15906,1064,673
15907,15907,813,965
15908,15908,902,831
15909,15909,710,800
15910,15910,830,913
15911,15911,700,517
15912,15912,734,658
15913,15913,799,749
15914,15914,595,724
15915,15915,651,693
15916,15916,683,712
15917,15917,779,1079
15918,15918,649,824
15919,15919,875,739
15920,15920,639,607
15921,15921,663,573
15922,15922,378,637
15923,15923,691,784
15924,15924,658,555
15925,15925,677,845
15926,15926,848,662
15927,15927,696,769
15928,15928,943,778
15929,15929,789,649
15930,15930,619,724
15931,15931,740,814
15932,15932,869,1047
15933,15933,620,1026
15934,15934,1012,673
15935,15935,561,868
15936,15936,1310,664
15937,15937,611,620
15938,15938,566,800
15939,15939,518,572
15940,15940,710,536
15941,15941,793,850
15942,15942,1033,832
15943,15943,865,995
15944,15944,936,613
15945,15945,598,893
15946,15946,766,506
15947,15947,768,747
15948,15948,659,718
15949,15949,703,768
15950,15950,702,506
15951,15951,521,860
15952,15952,762,987
15953,15953,552,1104
15954,15954,696,959
15955,15955,636,596
15956,15956,656,737
15957,15957,693,760
15958,15958,808,560
15959,15959,708,583
15960,15960,582,736
15961,15961,544,725
15962,15962,742,937
15963,15963,881,855
15964,15964,597,853
15965,15965,751,852
15966,15966,431,541
15967,15967,840,850
15968,15968,882,676
15969,15969,594,648
15970,15970,701,633
15971,15971,776,815
15972,15972,1224,589
15973,15973,673,605
15974,15974,650,511
15975,15975,567,820
15976,15976,641,945
15977,15977,748,996
15978,15978,772,770
15979,15979,800,1048
15980,15980,735,691
15981,15981,562,709
15982,15982,778,737
15983,15983,674,480
15984,15984,631,674
15985,15985,1075,704
15986,15986,754,564
15987,15987,989,848
15988,15988,892,1082
15989,15989,746,930
15990,15990,511,820
15991,15991,649,546
15992,15992,672,915
15993,15993,711,704
15994,15994,715,507
15995,15995,605,921
15996,15996,735,580
15997,15997,791,630
15998,15998,642,623
15999,15999,780,622
16000,16000,714,642
16001,16001,733,500
16002,16002,678,1082
16003,16003,697,831
16004,16004,635,639
16005,16005,681,577
16006,16006,769,1027
16007,16007,623,621
16008,16008,940,842
16009,16009,463,472
16010,16010,997,588
16011,16011,894,754
16012,16012,518,1055
16013,16013,737,719
16014,16014,624,675
16015,16015,549,857
16016,16016,617,953
16017,16017,818,645
16018,16018,1147,722
16019,16019,638,718
16020,16020,537,838
16021,16021,779,880
16022,16022,617,623
16023,16023,710,724
16024,16024,837,662
16025,16025,884,1025
16026,16026,749,939
16027,16027,844,652
16028,16028,654,717
16029,16029,701,879
16030,16030,686,596
16031,16031,630,700
16032,16032,566,622
16033,16033,953,1001
16034,16034,760,762
16035,16035,556,698
16036,16036,476,667
16037,16037,597,752
16038,16038,474,960
16039,16039,535,589
16040,16040,734,880
16041,16041,735,696
16042,16042,804,548
16043,16043,953,977
16044,16044,773,842
16045,16045,816,742
16046,16046,754,570
16047,16047,800,532
16048,16048,758,552
16049,16049,391,479
16050,16050,907,504
16051,16051,973,751
16052,16052,434,843
16053,16053,831,669
16054,16054,820,537
16055,16055,887,635
16056,16056,709,616
16057,16057,778,505
16058,16058,493,853
16059,16059,543,837
16060,16060,602,767
16061,16061,764,509
16062,16062,861,662
16063,16063,772,703
16064,16064,507,956
16065,16065,710,620
16066,16066,682,848
16067,16067,816,687
16068,16068,629,739
16069,16069,779,675
16070,16070,705,405
16071,16071,600,664
16072,16072,964,597
16073,16073,744,718
16074,16074,684,802
16075,16075,729,569
16076,16076,805,800
16077,16077,633,498
16078,16078,1010,809
16079,16079,712,800
16080,16080,552,675
16081,16081,699,542
16082,16082,904,508
16083,16083,687,818
16084,16084,571,882
16085,16085,605,646
16086,16086,783,947
16087,16087,658,821
16088,16088,740,971
16089,16089,594,733
16090,16090,1002,557
16091,16091,569,536
16092,16092,771,599
16093,16093,602,778
16094,16094,713,635
16095,16095,863,699
16096,16096,540,778
16097,16097,613,560
16098,16098,851,734
16099,16099,425,380
16100,16100,740,647
16101,16101,697,440
16102,16102,674,1059
16103,16103,626,881
16104,16104,773,688
16105,16105,717,699
16106,16106,734,897
16107,16107,609,497
16108,16108,631,738
16109,16109,465,691
16110,16110,924,1020
16111,16111,670,815
16112,16112,862,933
16113,16113,471,826
16114,16114,798,830
16115,16115,717,1097
16116,16116,812,748
16117,16117,979,812
16118,16118,459,511
16119,16119,788,951
16120,16120,878,691
16121,16121,652,791
16122,16122,781,839
16123,16123,724,1000
16124,16124,823,685
16125,16125,788,740
16126,16126,530,518
16127,16127,556,552
16128,16128,740,798
16129,16129,670,1012
16130,16130,827,778
16131,16131,471,672
16132,16132,688,1020
16133,16133,559,422
16134,16134,585,562
16135,16135,772,640
16136,16136,808,515
16137,16137,784,1120
16138,16138,755,615
16139,16139,760,716
16140,16140,852,726
16141,16141,720,543
16142,16142,814,884
16143,16143,884,961
16144,16144,740,612
16145,16145,831,435
16146,16146,605,844
16147,16147,499,916
16148,16148,657,1015
16149,16149,815,886
16150,16150,534,611
16151,16151,984,750
16152,16152,710,784
16153,16153,429,439
16154,16154,914,907
16155,16155,747,626
16156,16156,866,971
16157,16157,932,909
16158,16158,885,805
16159,16159,621,845
16160,16160,686,729
16161,16161,723,815
16162,16162,838,934
16163,16163,960,509
16164,16164,466,849
16165,16165,547,727
16166,16166,738,771
16167,16167,784,843
16168,16168,620,621
16169,16169,767,507
16170,16170,614,873
16171,16171,932,534
16172,16172,751,846
16173,16173,741,589
16174,16174,710,854
16175,16175,818,587
16176,16176,624,770
16177,16177,692,629
16178,16178,863,734
16179,16179,836,769
16180,16180,630,668
16181,16181,732,809
16182,16182,630,812
16183,16183,693,884
16184,16184,690,609
16185,16185,1226,774
16186,16186,674,850
16187,16187,771,512
16188,16188,342,392
16189,16189,669,983
16190,16190,792,753
16191,16191,441,1157
16192,16192,600,711
16193,16193,576,897
16194,16194,854,742
16195,16195,922,923
16196,16196,665,543
16197,16197,626,695
16198,16198,746,791
16199,16199,719,762
16200,16200,721,731
16201,16201,1042,602
16202,16202,579,605
16203,16203,857,772
16204,16204,802,979
16205,16205,799,749
16206,16206,813,936
16207,16207,917,814
16208,16208,714,647
16209,16209,956,656
16210,16210,640,524
16211,16211,589,689
16212,16212,496,613
16213,16213,968,596
16214,16214,505,848
16215,16215,605,641
16216,16216,549,1010
16217,16217,612,784
16218,16218,328,609
16219,16219,807,728
16220,16220,772,692
16221,16221,842,618
16222,16222,737,745
16223,16223,557,754
16224,16224,651,824
16225,16225,590,560
16226,16226,551,616
16227,16227,1097,705
16228,16228,914,650
16229,16229,838,962
16230,16230,749,859
16231,16231,618,436
16232,16232,598,710
16233,16233,802,709
16234,16234,747,488
16235,16235,962,972
16236,16236,839,817
16237,16237,875,803
16238,16238,761,611
16239,16239,715,869
16240,16240,473,722
16241,16241,685,823
16242,16242,672,470
16243,16243,520,748
16244,16244,585,594
16245,16245,839,560
16246,16246,1048,843
16247,16247,745,638
16248,16248,542,535
16249,16249,315,691
16250,16250,732,893
16251,16251,682,909
16252,16252,708,873
16253,16253,762,828
16254,16254,834,652
16255,16255,662,663
16256,16256,642,745
16257,16257,816,816
16258,16258,583,607
16259,16259,703,674
16260,16260,824,591
16261,16261,491,869
16262,16262,666,552
16263,16263,803,825
16264,16264,582,1079
16265,16265,637,729
16266,16266,565,741
16267,16267,719,753
16268,16268,721,938
16269,16269,728,678
16270,16270,809,517
16271,16271,655,716
16272,16272,693,903
16273,16273,473,644
16274,16274,704,1300
16275,16275,1167,630
16276,16276,524,654
16277,16277,556,754
16278,16278,729,500
16279,16279,499,808
16280,16280,678,894
16281,16281,725,699
16282,16282,854,589
16283,16283,564,599
16284,16284,731,678
16285,16285,683,529
16286,16286,732,766
16287,16287,578,676
16288,16288,774,824
16289,16289,574,828
16290,16290,666,747
16291,16291,518,399
16292,16292,871,496
16293,16293,678,846
16294,16294,1071,808
16295,16295,649,657
16296,16296,845,620
16297,16297,751,628
16298,16298,718,679
16299,16299,851,809
16300,16300,842,849
16301,16301,817,865
16302,16302,642,788
16303,16303,747,468
16304,16304,711,868
16305,16305,604,621
16306,16306,745,702
16307,16307,814,871
16308,16308,906,498
16309,16309,808,564
16310,16310,957,608
16311,16311,679,511
16312,16312,1042,629
16313,16313,766,715
16314,16314,672,920
16315,16315,658,737
16316,16316,857,750
16317,16317,861,856
16318,16318,705,827
16319,16319,907,884
16320,16320,767,543
16321,16321,555,752
16322,16322,583,615
16323,16323,870,433
16324,16324,709,597
16325,16325,643,755
16326,16326,772,624
16327,16327,852,678
16328,16328,735,702
16329,16329,765,643
16330,16330,449,482
16331,16331,731,779
16332,16332,626,662
16333,16333,698,1018
16334,16334,691,698
16335,16335,707,995
16336,16336,761,623
16337,16337,715,638
16338,16338,871,903
16339,16339,673,398
16340,16340,644,385
16341,16341,572,569
16342,16342,562,619
16343,16343,910,980
16344,16344,929,966
16345,16345,632,688
16346,16346,775,727
16347,16347,743,616
16348,16348,534,778
16349,16349,919,555
16350,16350,558,631
16351,16351,659,842
16352,16352,993,632
16353,16353,814,841
16354,16354,660,573
16355,16355,553,578
16356,16356,628,470
16357,16357,378,583
16358,16358,588,631
16359,16359,894,811
16360,16360,768,811
16361,16361,838,933
16362,16362,731,722
16363,16363,812,858
16364,16364,824,374
16365,16365,656,667
16366,16366,852,737
16367,16367,482,691
16368,16368,993,715
16369,16369,647,730
16370,16370,776,734
16371,16371,436,532
16372,16372,621,701
16373,16373,770,991
16374,16374,861,1064
16375,16375,856,737
16376,16376,419,761
16377,16377,543,467
16378,16378,561,602
16379,16379,736,421
16380,16380,839,676
16381,16381,735,578
16382,16382,650,1025
16383,16383,759,458
16384,16384,855,562
16385,16385,729,638
16386,16386,658,805
16387,16387,929,711
16388,16388,813,858
16389,16389,863,474
16390,16390,960,704
16391,16391,483,751
16392,16392,705,722
16393,16393,521,715
16394,16394,560,544
16395,16395,782,645
16396,16396,513,730
16397,16397,945,702
16398,16398,858,640
16399,16399,685,830
16400,16400,939,519
16401,16401,755,874
16402,16402,412,455
16403,16403,747,490
16404,16404,742,539
16405,16405,569,743
16406,16406,615,1120
16407,16407,751,793
16408,16408,839,714
16409,16409,748,571
16410,16410,613,824
16411,16411,754,766
16412,16412,846,933
16413,16413,599,842
16414,16414,536,472
16415,16415,798,670
16416,16416,888,1002
16417,16417,757,777
16418,16418,738,667
16419,16419,600,623
16420,16420,780,832
16421,16421,790,734
16422,16422,761,534
16423,16423,508,664
16424,16424,832,522
16425,16425,502,568
16426,16426,870,654
16427,16427,606,554
16428,16428,627,728
16429,16429,682,648
16430,16430,656,431
16431,16431,887,815
16432,16432,823,605
16433,16433,504,695
16434,16434,642,535
16435,16435,483,810
16436,16436,711,691
16437,16437,694,729
16438,16438,724,615
16439,16439,595,581
16440,16440,648,598
16441,16441,712,838
16442,16442,750,846
16443,16443,703,817
16444,16444,774,635
16445,16445,571,771
16446,16446,841,530
16447,16447,548,667
16448,16448,634,585
16449,16449,684,716
16450,16450,517,894
16451,16451,562,651
16452,16452,769,635
16453,16453,558,599
16454,16454,491,722
16455,16455,740,819
16456,16456,707,657
16457,16457,850,704
16458,16458,737,645
16459,16459,672,624
16460,16460,524,589
16461,16461,749,717
16462,16462,962,636
16463,16463,572,780
16464,16464,864,641
16465,16465,657,537
16466,16466,758,423
16467,16467,567,732
16468,16468,663,812
16469,16469,807,875
16470,16470,739,547
16471,16471,606,721
16472,16472,659,627
16473,16473,569,654
16474,16474,836,806
16475,16475,495,653
16476,16476,722,531
16477,16477,502,879
16478,16478,963,746
16479,16479,846,587
16480,16480,717,979
16481,16481,498,863
16482,16482,828,707
16483,16483,834,590
16484,16484,946,671
16485,16485,548,766
16486,16486,347,590
16487,16487,857,647
16488,16488,638,523
16489,16489,732,734
16490,16490,683,737
16491,16491,884,781
16492,16492,663,954
16493,16493,530,659
16494,16494,590,846
16495,16495,820,702
16496,16496,767,698
16497,16497,613,476
16498,16498,617,755
16499,16499,746,749
16500,16500,621,705
16501,16501,669,677
16502,16502,596,721
16503,16503,713,680
16504,16504,781,740
16505,16505,754,852
16506,16506,733,934
16507,16507,849,638
16508,16508,596,734
16509,16509,659,563
16510,16510,595,964
16511,16511,674,658
16512,16512,649,602
16513,16513,692,595
16514,16514,824,750
16515,16515,816,827
16516,16516,718,681
16517,16517,495,635
16518,16518,751,1008
16519,16519,753,960
16520,16520,689,677
16521,16521,548,712
16522,16522,684,402
16523,16523,706,776
16524,16524,586,379
16525,16525,507,659
16526,16526,967,697
16527,16527,656,667
16528,16528,1091,809
16529,16529,793,869
16530,16530,715,677
16531,16531,776,596
16532,16532,628,938
16533,16533,837,968
16534,16534,899,772
16535,16535,661,823
16536,16536,573,638
16537,16537,737,1001
16538,16538,425,655
16539,16539,611,675
16540,16540,887,672
16541,16541,723,620
16542,16542,779,511
16543,16543,649,575
16544,16544,741,815
16545,16545,838,689
16546,16546,543,650
16547,16547,791,654
16548,16548,566,738
16549,16549,713,857
16550,16550,746,877
16551,16551,795,739
16552,16552,555,610
16553,16553,747,859
16554,16554,479,679
16555,16555,635,921
16556,16556,634,830
16557,16557,474,640
16558,16558,745,633
16559,16559,935,775
16560,16560,791,765
16561,16561,777,517
16562,16562,756,897
16563,16563,849,872
16564,16564,799,634
16565,16565,733,696
16566,16566,1203,717
16567,16567,768,594
16568,16568,690,846
16569,16569,941,953
16570,16570,526,645
16571,16571,609,638
16572,16572,784,922
16573,16573,816,723
16574,16574,812,750
16575,16575,750,735
16576,16576,640,739
16577,16577,747,814
16578,16578,880,750
16579,16579,733,824
16580,16580,683,498
16581,16581,834,826
16582,16582,593,779
16583,16583,470,917
16584,16584,760,858
16585,16585,577,831
16586,16586,652,767
16587,16587,753,843
16588,16588,927,652
16589,16589,724,739
16590,16590,694,774
16591,16591,949,599
16592,16592,727,899
16593,16593,1044,645
16594,16594,516,563
16595,16595,798,831
16596,16596,513,729
16597,16597,686,896
16598,16598,658,492
16599,16599,644,792
16600,16600,685,625
16601,16601,678,728
16602,16602,641,585
16603,16603,662,749
16604,16604,909,1049
16605,16605,553,700
16606,16606,706,758
16607,16607,850,897
16608,16608,805,757
16609,16609,848,851
16610,16610,486,785
16611,16611,697,795
16612,16612,795,688
16613,16613,607,802
16614,16614,742,593
16615,16615,449,688
16616,16616,1100,570
16617,16617,590,757
16618,16618,469,851
16619,16619,602,802
16620,16620,651,627
16621,16621,634,955
16622,16622,534,751
16623,16623,507,718
16624,16624,597,671
16625,16625,808,699
16626,16626,868,705
16627,16627,624,670
16628,16628,440,752
16629,16629,851,576
16630,16630,734,887
16631,16631,732,743
16632,16632,829,628
16633,16633,583,660
16634,16634,914,805
16635,16635,618,806
16636,16636,694,780
16637,16637,477,987
16638,16638,858,1035
16639,16639,693,722
16640,16640,706,587
16641,16641,518,812
16642,16642,908,761
16643,16643,515,694
16644,16644,909,499
16645,16645,534,563
16646,16646,558,619
16647,16647,595,696
16648,16648,470,642
16649,16649,589,672
16650,16650,575,546
16651,16651,874,463
16652,16652,710,699
16653,16653,730,489
16654,16654,779,438
16655,16655,916,694
16656,16656,744,602
16657,16657,503,830
16658,16658,622,797
16659,16659,700,541
16660,16660,497,477
16661,16661,753,686
16662,16662,467,503
16663,16663,844,493
16664,16664,784,955
16665,16665,754,560
16666,16666,752,748
16667,16667,825,791
16668,16668,723,641
16669,16669,556,629
16670,16670,847,924
16671,16671,561,579
16672,16672,555,756
16673,16673,522,674
16674,16674,652,780
16675,16675,725,751
16676,16676,511,433
16677,16677,642,811
16678,16678,928,859
16679,16679,757,799
16680,16680,635,716
16681,16681,593,579
16682,16682,515,769
16683,16683,843,726
16684,16684,856,972
16685,16685,861,785
16686,16686,710,635
16687,16687,657,449
16688,16688,578,714
16689,16689,921,554
16690,16690,623,675
16691,16691,560,483
16692,16692,621,808
16693,16693,421,638
16694,16694,687,676
16695,16695,751,570
16696,16696,829,1109
16697,16697,854,650
16698,16698,679,597
16699,16699,748,660
16700,16700,608,966
16701,16701,847,532
16702,16702,666,819
16703,16703,700,439
16704,16704,940,455
16705,16705,708,674
16706,16706,822,781
16707,16707,911,669
16708,16708,575,658
16709,16709,839,603
16710,16710,587,760
16711,16711,578,641
16712,16712,681,430
16713,16713,862,645
16714,16714,577,658
16715,16715,467,439
16716,16716,645,705
16717,16717,742,763
16718,16718,882,1002
16719,16719,588,834
16720,16720,601,584
16721,16721,650,659
16722,16722,764,768
16723,16723,773,841
16724,16724,757,381
16725,16725,658,675
16726,16726,577,761
16727,16727,646,432
16728,16728,690,782
16729,16729,716,1033
16730,16730,665,528
16731,16731,529,951
16732,16732,628,605
16733,16733,666,687
16734,16734,670,768
16735,16735,746,822
16736,16736,886,691
16737,16737,531,719
16738,16738,834,1020
16739,16739,600,625
16740,16740,861,861
16741,16741,467,674
16742,16742,570,742
16743,16743,809,738
16744,16744,848,718
16745,16745,635,1030
16746,16746,898,782
16747,16747,774,717
16748,16748,646,679
16749,16749,893,871
16750,16750,521,698
16751,16751,690,333
16752,16752,767,941
16753,16753,943,491
16754,16754,754,677
16755,16755,535,581
16756,16756,633,559
16757,16757,752,792
16758,16758,671,661
16759,16759,648,657
16760,16760,562,688
16761,16761,733,842
16762,16762,665,650
16763,16763,672,652
16764,16764,697,757
16765,16765,592,582
16766,16766,685,1024
16767,16767,622,628
16768,16768,818,873
16769,16769,687,786
16770,16770,485,827
16771,16771,794,617
16772,16772,617,918
16773,16773,706,834
16774,16774,998,968
16775,16775,708,810
16776,16776,731,903
16777,16777,799,756
16778,16778,708,756
16779,16779,420,579
16780,16780,804,546
16781,16781,986,778
16782,16782,800,613
16783,16783,863,850
16784,16784,612,779
16785,16785,906,657
16786,16786,673,877
16787,16787,767,902
16788,16788,920,1140
16789,16789,635,655
16790,16790,731,600
16791,16791,506,629
16792,16792,530,469
16793,16793,867,893
16794,16794,662,679
16795,16795,647,712
16796,16796,596,704
16797,16797,693,557
16798,16798,719,735
16799,16799,682,687
16800,16800,760,911
16801,16801,693,625
16802,16802,1033,792
16803,16803,691,1075
16804,16804,893,791
16805,16805,573,494
16806,16806,692,874
16807,16807,832,562
16808,16808,595,674
16809,16809,745,823
16810,16810,429,881
16811,16811,966,801
16812,16812,372,627
16813,16813,495,387
16814,16814,710,665
16815,16815,566,722
16816,16816,877,783
16817,16817,675,634
16818,16818,817,729
16819,16819,891,623
16820,16820,637,693
16821,16821,798,451
16822,16822,756,772
16823,16823,874,617
16824,16824,636,524
16825,16825,749,730
16826,16826,750,884
16827,16827,746,642
16828,16828,767,711
16829,16829,729,785
16830,16830,723,655
16831,16831,1070,625
16832,16832,642,608
16833,16833,751,691
16834,16834,860,853
16835,16835,865,689
16836,16836,439,469
16837,16837,849,694
16838,16838,985,654
16839,16839,948,735
16840,16840,609,676
16841,16841,740,807
16842,16842,1118,725
16843,16843,557,836
16844,16844,675,442
16845,16845,763,710
16846,16846,821,802
16847,16847,669,987
16848,16848,742,452
16849,16849,831,659
16850,16850,554,810
16851,16851,705,572
16852,16852,891,515
16853,16853,785,876
16854,16854,749,512
16855,16855,744,793
16856,16856,602,799
16857,16857,674,611
16858,16858,651,912
16859,16859,695,560
16860,16860,669,791
16861,16861,897,974
16862,16862,768,734
16863,16863,604,430
16864,16864,507,770
16865,16865,712,711
16866,16866,699,711
16867,16867,585,723
16868,16868,780,858
16869,16869,574,769
16870,16870,633,728
16871,16871,790,366
16872,16872,932,933
16873,16873,734,836
16874,16874,744,980
16875,16875,867,845
16876,16876,841,665
16877,16877,662,813
16878,16878,446,931
16879,16879,725,823
16880,16880,898,680
16881,16881,659,914
16882,16882,685,765
16883,16883,778,646
16884,16884,882,759
16885,16885,466,892
16886,16886,739,762
16887,16887,875,677
16888,16888,855,846
16889,16889,1067,1127
16890,16890,961,748
16891,16891,809,640
16892,16892,779,680
16893,16893,597,744
16894,16894,898,1012
16895,16895,871,888
16896,16896,659,728
16897,16897,819,579
16898,16898,794,522
16899,16899,794,632
16900,16900,916,434
16901,16901,688,856
16902,16902,660,372
16903,16903,537,773
16904,16904,929,609
16905,16905,610,872
16906,16906,856,642
16907,16907,725,372
16908,16908,751,865
16909,16909,681,724
16910,16910,605,720
16911,16911,449,594
16912,16912,661,851
16913,16913,838,509
16914,16914,622,514
16915,16915,805,543
16916,16916,614,709
16917,16917,770,794
16918,16918,384,872
16919,16919,573,637
16920,16920,668,628
16921,16921,817,556
16922,16922,512,604
16923,16923,506,838
16924,16924,510,579
16925,16925,903,574
16926,16926,729,735
16927,16927,709,675
16928,16928,780,435
16929,16929,681,713
16930,16930,515,632
16931,16931,1011,825
16932,16932,802,885
16933,16933,795,763
16934,16934,692,865
16935,16935,578,571
16936,16936,548,637
16937,16937,665,752
16938,16938,974,970
16939,16939,502,484
16940,16940,731,768
16941,16941,747,762
16942,16942,417,525
16943,16943,477,590
16944,16944,745,863
16945,16945,716,483
16946,16946,686,860
16947,16947,671,676
16948,16948,721,490
16949,16949,798,897
16950,16950,519,844
16951,16951,521,448
16952,16952,771,562
16953,16953,628,589
16954,16954,773,610
16955,16955,737,437
16956,16956,641,657
16957,16957,652,788
16958,16958,752,754
16959,16959,443,427
16960,16960,747,636
16961,16961,534,553
16962,16962,605,661
16963,16963,696,595
16964,16964,474,832
16965,16965,823,834
16966,16966,751,821
16967,16967,640,856
16968,16968,913,747
16969,16969,1020,727
16970,16970,493,661
16971,16971,552,490
16972,16972,688,663
16973,16973,581,708
16974,16974,900,905
16975,16975,978,816
16976,16976,879,906
16977,16977,639,858
16978,16978,725,768
16979,16979,649,921
16980,16980,683,581
16981,16981,890,760
16982,16982,832,773
16983,16983,925,504
16984,16984,513,865
16985,16985,808,660
16986,16986,470,668
16987,16987,738,721
16988,16988,427,534
16989,16989,737,756
16990,16990,779,581
16991,16991,538,720
16992,16992,820,619
16993,16993,544,767
16994,16994,620,623
16995,16995,914,1068
16996,16996,660,723
16997,16997,691,581
16998,16998,824,588
16999,16999,642,561
17000,17000,856,504
17001,17001,916,740
17002,17002,921,565
17003,17003,1039,566
17004,17004,769,646
17005,17005,696,838
17006,17006,517,883
17007,17007,746,804
17008,17008,741,706
17009,17009,909,760
17010,17010,831,911
17011,17011,556,440
17012,17012,731,724
17013,17013,772,807
17014,17014,722,857
17015,17015,513,617
17016,17016,647,606
17017,17017,726,747
17018,17018,600,747
17019,17019,893,593
17020,17020,678,921
17021,17021,937,657
17022,17022,610,881
17023,17023,788,600
17024,17024,483,421
17025,17025,927,716
17026,17026,837,797
17027,17027,657,921
17028,17028,823,898
17029,17029,536,698
17030,17030,500,585
17031,17031,969,699
17032,17032,686,1073
17033,17033,666,766
17034,17034,415,756
17035,17035,511,350
17036,17036,907,744
17037,17037,847,779
17038,17038,1037,679
17039,17039,676,735
17040,17040,518,908
17041,17041,988,855
17042,17042,800,610
17043,17043,913,508
17044,17044,783,922
17045,17045,767,657
17046,17046,781,691
17047,17047,936,370
17048,17048,936,751
17049,17049,451,506
17050,17050,836,932
17051,17051,962,678
17052,17052,743,851
17053,17053,692,517
17054,17054,901,607
17055,17055,972,587
17056,17056,661,888
17057,17057,879,968
17058,17058,738,507
17059,17059,753,741
17060,17060,637,694
17061,17061,656,894
17062,17062,613,842
17063,17063,718,628
17064,17064,857,531
17065,17065,708,630
17066,17066,808,380
17067,17067,949,708
17068,17068,771,620
17069,17069,697,749
17070,17070,731,752
17071,17071,554,509
17072,17072,846,662
17073,17073,672,744
17074,17074,732,713
17075,17075,847,599
17076,17076,875,704
17077,17077,733,667
17078,17078,664,518
17079,17079,877,947
17080,17080,686,697
17081,17081,538,643
17082,17082,744,1053
17083,17083,495,846
17084,17084,741,581
17085,17085,804,833
17086,17086,672,542
17087,17087,740,878
17088,17088,659,1020
17089,17089,700,737
17090,17090,660,756
17091,17091,829,608
17092,17092,1022,471
17093,17093,711,633
17094,17094,679,493
17095,17095,906,1018
17096,17096,927,760
17097,17097,821,665
17098,17098,594,876
17099,17099,574,492
17100,17100,859,1083
17101,17101,669,760
17102,17102,587,643
17103,17103,854,659
17104,17104,946,579
17105,17105,613,764
17106,17106,552,755
17107,17107,648,773
17108,17108,630,710
17109,17109,660,822
17110,17110,616,946
17111,17111,727,515
17112,17112,772,993
17113,17113,719,551
17114,17114,890,522
17115,17115,912,684
17116,17116,530,800
17117,17117,671,695
17118,17118,732,801
17119,17119,593,767
17120,17120,697,655
17121,17121,901,639
17122,17122,534,496
17123,17123,915,947
17124,17124,802,802
17125,17125,574,1059
17126,17126,1054,779
17127,17127,707,897
17128,17128,826,724
17129,17129,522,810
17130,17130,822,894
17131,17131,836,720
17132,17132,602,838
17133,17133,553,680
17134,17134,917,680
17135,17135,613,804
17136,17136,755,455
17137,17137,757,947
17138,17138,672,816
17139,17139,736,529
17140,17140,565,591
17141,17141,690,919
17142,17142,869,716
17143,17143,404,500
17144,17144,819,765
17145,17145,567,486
17146,17146,608,577
17147,17147,612,881
17148,17148,860,539
17149,17149,778,632
17150,17150,480,446
17151,17151,703,645
